,referenceTime,sourceId
512,2020-12-01T00:00:00.000Z,SN19527:0
513,2020-12-01T00:00:00.000Z,SN53530:0
514,2020-12-01T00:00:00.000Z,SN68262:0
515,2020-12-01T00:00:00.000Z,SN79791:0
516,2020-12-01T00:00:00.000Z,SN39220:0
517,2020-12-04T00:00:00.000Z,SN59586:0
518,2020-12-01T00:00:00.000Z,SN18280:0
519,2020-12-01T00:00:00.000Z,SN10600:0
520,2020-12-01T00:00:00.000Z,SN51610:0
521,2020-12-01T00:00:00.000Z,SN21680:0
522,2020-12-01T00:00:00.000Z,SN30293:0
523,2020-12-01T00:00:00.000Z,SN95590:0
524,2020-12-01T00:00:00.000Z,SN41795:0
525,2020-12-01T00:00:00.000Z,SN32240:0
526,2020-12-01T00:00:00.000Z,SN73250:0
527,2020-12-01T00:00:00.000Z,SN61820:0
528,2020-12-01T00:00:00.000Z,SN22990:0
529,2020-12-01T00:00:00.000Z,SN34115:0
530,2020-12-01T00:00:00.000Z,SN94280:0
531,2020-12-01T00:00:00.000Z,SN19455:0
532,2020-12-01T00:00:00.000Z,SN22730:0
533,2020-12-01T00:00:00.000Z,SN30248:0
534,2020-12-01T00:00:00.000Z,SN27162:0
