,DATE,PRISOMRÅDE,VOLUM_KWH
1347,2021-06-04,NO3,66566169.522
1348,2021-06-04,NO4,55935060.062
1349,2021-06-04,NO5,84369828.09
1350,2021-06-05,NO1,61240534.053
1351,2021-06-05,NO2,118039223.99000001
1352,2021-06-05,NO3,63542602.771
1353,2021-06-05,NO4,57200694.813
1354,2021-06-05,NO5,69617127.998
1355,2021-06-06,NO1,62019791.325
1356,2021-06-06,NO2,98514959.72
1357,2021-06-06,NO3,63312439.487
1358,2021-06-06,NO4,57877314.649000004
1359,2021-06-06,NO5,68672509.102
1360,2021-06-07,NO1,64885847.947
1361,2021-06-07,NO2,138204157.088
1362,2021-06-07,NO3,67896427.266
1363,2021-06-07,NO4,44954267.026
1364,2021-06-07,NO5,91498696.82
1365,2021-06-08,NO1,64342829.619
1366,2021-06-08,NO2,145632120.658
1367,2021-06-08,NO3,69267084.333
1368,2021-06-08,NO4,41019127.989
1369,2021-06-08,NO5,88642458.403
1370,2021-06-09,NO1,61613816.831
1371,2021-06-09,NO2,140929877.287
1372,2021-06-09,NO3,69444377.959
1373,2021-06-09,NO4,44651000.107
1374,2021-06-09,NO5,81267030.93
1375,2021-06-10,NO1,60565251.234
1376,2021-06-10,NO2,143233212.427
1377,2021-06-10,NO3,69566381.266
1378,2021-06-10,NO4,49008949.065
1379,2021-06-10,NO5,80355273.017
1380,2021-06-11,NO1,61460877.729
1381,2021-06-11,NO2,132890502.993
1382,2021-06-11,NO3,60271538.495000005
1383,2021-06-11,NO4,49771357.658
1384,2021-06-11,NO5,75160776.587
1385,2021-06-12,NO1,52534440.095
1386,2021-06-12,NO2,84555901.331
1387,2021-06-12,NO3,65794667.356
1388,2021-06-12,NO4,47074071.098
1389,2021-06-12,NO5,55534639.833
1390,2021-06-13,NO1,52335316.808
1391,2021-06-13,NO2,67965351.873
1392,2021-06-13,NO3,64736617.735
1393,2021-06-13,NO4,47615445.486
1394,2021-06-13,NO5,55746287.35
1395,2021-06-14,NO1,56440772.457
1396,2021-06-14,NO2,114118359.216
1397,2021-06-14,NO3,67603198.363
1398,2021-06-14,NO4,52652401.746
1399,2021-06-14,NO5,82835550.479
1400,2021-06-15,NO1,59701370.858
1401,2021-06-15,NO2,128411413.604
1402,2021-06-15,NO3,66165958.056
1403,2021-06-15,NO4,49605672.01
1404,2021-06-15,NO5,86326573.613
1405,2021-06-16,NO1,57656166.802
1406,2021-06-16,NO2,129088375.425
1407,2021-06-16,NO3,59569134.291
1408,2021-06-16,NO4,58862964.142
1409,2021-06-16,NO5,91668745.858
1410,2021-06-17,NO1,56833669.41
1411,2021-06-17,NO2,129637330.321
1412,2021-06-17,NO3,58546254.495
1413,2021-06-17,NO4,60574123.589
1414,2021-06-17,NO5,90068466.986
1415,2021-06-18,NO1,57458272.291
1416,2021-06-18,NO2,130499856.157
1417,2021-06-18,NO3,62858963.508999996
1418,2021-06-18,NO4,56749062.712
1419,2021-06-18,NO5,78632882.182
1420,2021-06-19,NO1,60440118.059
1421,2021-06-19,NO2,125525654.956
1422,2021-06-19,NO3,53597300.361999996
1423,2021-06-19,NO4,59305637.706
1424,2021-06-19,NO5,75520485.312
1425,2021-06-20,NO1,58981066.218
1426,2021-06-20,NO2,99002486.408
1427,2021-06-20,NO3,54233716.718
1428,2021-06-20,NO4,55844425.308
1429,2021-06-20,NO5,70640681.298
1430,2021-06-21,NO1,62802399.622999996
1431,2021-06-21,NO2,138600363.76
1432,2021-06-21,NO3,58892511.049
1433,2021-06-21,NO4,55856425.701
1434,2021-06-21,NO5,84433137.36
1435,2021-06-22,NO1,64582961.192
1436,2021-06-22,NO2,139793240.592
1437,2021-06-22,NO3,54553632.131000005
1438,2021-06-22,NO4,57712827.228
1439,2021-06-22,NO5,75215351.52
1440,2021-06-23,NO1,64866438.914000005
1441,2021-06-23,NO2,138053661.589
1442,2021-06-23,NO3,58862844.05
1443,2021-06-23,NO4,55671306.415
1444,2021-06-23,NO5,77270486.959
1445,2021-06-24,NO1,64477798.773
1446,2021-06-24,NO2,154237905.289
1447,2021-06-24,NO3,60317041.207
1448,2021-06-24,NO4,56008662.892
1449,2021-06-24,NO5,73101440.10000001
1450,2021-06-25,NO1,61532316.838
1451,2021-06-25,NO2,149763070.266
1452,2021-06-25,NO3,61020813.918000005
1453,2021-06-25,NO4,55103696.427999996
1454,2021-06-25,NO5,65465442.751
1455,2021-06-26,NO1,58590760.008999996
1456,2021-06-26,NO2,148490888.93400002
1457,2021-06-26,NO3,57850509.383999996
1458,2021-06-26,NO4,49205906.421000004
1459,2021-06-26,NO5,62596057.397
1460,2021-06-27,NO1,57347267.157
1461,2021-06-27,NO2,112416103.451
1462,2021-06-27,NO3,62258695.120000005
1463,2021-06-27,NO4,51448936.747999996
1464,2021-06-27,NO5,57228231.388000004
1465,2021-06-28,NO1,55503595.865
1466,2021-06-28,NO2,147253095.389
1467,2021-06-28,NO3,61738298.345
1468,2021-06-28,NO4,55207925.034
1469,2021-06-28,NO5,81801785.513
1470,2021-06-29,NO1,55533025.366
1471,2021-06-29,NO2,134731808.252
1472,2021-06-29,NO3,59788479.378
1473,2021-06-29,NO4,55318923.641
1474,2021-06-29,NO5,73419735.876
1475,2021-06-30,NO1,50926817.681
1476,2021-06-30,NO2,131539736.847
1477,2021-06-30,NO3,61878234.247999996
1478,2021-06-30,NO4,51736665.804
1479,2021-06-30,NO5,73191579.03
1480,2021-07-01,NO1,47768875.317999996
1481,2021-07-01,NO2,145760517.95
1482,2021-07-01,NO3,64550113.24
1483,2021-07-01,NO4,51689961.858
1484,2021-07-01,NO5,68546121.282
1485,2021-07-02,NO1,52083610.839
1486,2021-07-02,NO2,138946880.673
1487,2021-07-02,NO3,64986788.957
1488,2021-07-02,NO4,51049225.229
1489,2021-07-02,NO5,77436262.042
1490,2021-07-03,NO1,49331587.6
1491,2021-07-03,NO2,134403319.732
1492,2021-07-03,NO3,59877083.673
1493,2021-07-03,NO4,47343292.115
1494,2021-07-03,NO5,74718007.098
1495,2021-07-04,NO1,48109175.414
1496,2021-07-04,NO2,134536302.151
1497,2021-07-04,NO3,60717405.78
1498,2021-07-04,NO4,40447755.478
1499,2021-07-04,NO5,86188289.91
1500,2021-07-05,NO1,51208293.504
1501,2021-07-05,NO2,140328565.984
1502,2021-07-05,NO3,66595773.079
1503,2021-07-05,NO4,40742155.52
1504,2021-07-05,NO5,99984514.604
1505,2021-07-06,NO1,50910804.239
1506,2021-07-06,NO2,126295370.831
1507,2021-07-06,NO3,73066639.256
1508,2021-07-06,NO4,47392778.186000004
1509,2021-07-06,NO5,91158203.285
1510,2021-07-07,NO1,52286795.745
1511,2021-07-07,NO2,121364350.118
1512,2021-07-07,NO3,63262552.8
1513,2021-07-07,NO4,58348797.863
1514,2021-07-07,NO5,90982934.12
1515,2021-07-08,NO1,52394712.697
1516,2021-07-08,NO2,124071190.154
1517,2021-07-08,NO3,60902074.526
1518,2021-07-08,NO4,65507367.716
1519,2021-07-08,NO5,95867750.146
1520,2021-07-09,NO1,51571000.995
1521,2021-07-09,NO2,136326700.944
1522,2021-07-09,NO3,68467837.62
1523,2021-07-09,NO4,64949304.579
1524,2021-07-09,NO5,93686249.451
1525,2021-07-10,NO1,50907965.006
1526,2021-07-10,NO2,125439221.295
1527,2021-07-10,NO3,67411504.037
1528,2021-07-10,NO4,64128755.363
1529,2021-07-10,NO5,79564077.492
1530,2021-07-11,NO1,52269576.379
1531,2021-07-11,NO2,125301596.376
1532,2021-07-11,NO3,70854886.175
1533,2021-07-11,NO4,63829091.04
1534,2021-07-11,NO5,83497082.635
1535,2021-07-12,NO1,53422064.757
1536,2021-07-12,NO2,120724532.33399999
1537,2021-07-12,NO3,65882671.722
1538,2021-07-12,NO4,57774029.154
1539,2021-07-12,NO5,91261279.404
1540,2021-07-13,NO1,53476276.027
1541,2021-07-13,NO2,127568229.948
1542,2021-07-13,NO3,65053854.722
1543,2021-07-13,NO4,54576998.75
1544,2021-07-13,NO5,95401724.276
1545,2021-07-14,NO1,51611448.875
1546,2021-07-14,NO2,135390959.288
1547,2021-07-14,NO3,67482117.567
1548,2021-07-14,NO4,56829375.331
1549,2021-07-14,NO5,86768721.848
1550,2021-07-15,NO1,50026105.511
1551,2021-07-15,NO2,124978631.446
1552,2021-07-15,NO3,70972827.749
1553,2021-07-15,NO4,53888888.321
1554,2021-07-15,NO5,75205401.722
1555,2021-07-16,NO1,46471641.012
1556,2021-07-16,NO2,114431452.704
1557,2021-07-16,NO3,70657814.231
1558,2021-07-16,NO4,52487077.771
1559,2021-07-16,NO5,71705271.908
1560,2021-07-17,NO1,40140006.089999996
1561,2021-07-17,NO2,76243635.412
1562,2021-07-17,NO3,66910913.08
1563,2021-07-17,NO4,51183601.062
1564,2021-07-17,NO5,53840343.843
1565,2021-07-18,NO1,37497691.853
1566,2021-07-18,NO2,65693827.632
1567,2021-07-18,NO3,64350833.4
1568,2021-07-18,NO4,46834343.558
1569,2021-07-18,NO5,44431238.983
1570,2021-07-19,NO1,38717042.656
1571,2021-07-19,NO2,119066330.455
1572,2021-07-19,NO3,72881300.564
1573,2021-07-19,NO4,54688104.1
1574,2021-07-19,NO5,67619730.52
1575,2021-07-20,NO1,35227161.257
1576,2021-07-20,NO2,106030286.506
1577,2021-07-20,NO3,61823542.589999996
1578,2021-07-20,NO4,65721947.754
1579,2021-07-20,NO5,69476237.795
1580,2021-07-21,NO1,37712962.886
1581,2021-07-21,NO2,114781456.24700001
1582,2021-07-21,NO3,64143050.935
1583,2021-07-21,NO4,70949071.077
1584,2021-07-21,NO5,77748676.448
1585,2021-07-22,NO1,35990384.764
1586,2021-07-22,NO2,124270744.351
1587,2021-07-22,NO3,67053133.426
1588,2021-07-22,NO4,72320781.766
1589,2021-07-22,NO5,74212920.174
1590,2021-07-23,NO1,35384041.030999996
1591,2021-07-23,NO2,128678190.313
1592,2021-07-23,NO3,56734231.686
1593,2021-07-23,NO4,75504306.619
1594,2021-07-23,NO5,81556554.963
1595,2021-07-24,NO1,33657694.366
1596,2021-07-24,NO2,107096706.1
1597,2021-07-24,NO3,55677010.403
1598,2021-07-24,NO4,72460912.65799999
1599,2021-07-24,NO5,70848293.03
1600,2021-07-25,NO1,28967315.906
1601,2021-07-25,NO2,79900080.274
1602,2021-07-25,NO3,54686714.791
1603,2021-07-25,NO4,70817699.682
1604,2021-07-25,NO5,57900436.383
1605,2021-07-26,NO1,37472930.62
1606,2021-07-26,NO2,122249420.026
1607,2021-07-26,NO3,60591380.145
1608,2021-07-26,NO4,67176761.475
1609,2021-07-26,NO5,69975890.618
1610,2021-07-27,NO1,43900434.974
1611,2021-07-27,NO2,114271539.429
1612,2021-07-27,NO3,60091485.548
1613,2021-07-27,NO4,64273514.585
1614,2021-07-27,NO5,73031052.836
1615,2021-07-28,NO1,43048439.077
1616,2021-07-28,NO2,96580073.356
1617,2021-07-28,NO3,62106909.644
1618,2021-07-28,NO4,65715693.780999996
1619,2021-07-28,NO5,68196489.687
1620,2021-07-29,NO1,40106699.407
1621,2021-07-29,NO2,60286208.204
1622,2021-07-29,NO3,52037109.515
1623,2021-07-29,NO4,66702643.185
1624,2021-07-29,NO5,46182353.857
1625,2021-07-30,NO1,44627836.96
1626,2021-07-30,NO2,84390259.033
1627,2021-07-30,NO3,52927391.164
1628,2021-07-30,NO4,66124480.599
1629,2021-07-30,NO5,50457558.117
1630,2021-07-31,NO1,42869602.226
1631,2021-07-31,NO2,59552807.889
1632,2021-07-31,NO3,47211134.271
1633,2021-07-31,NO4,73383768.796
1634,2021-07-31,NO5,37561884.394999996
1635,2021-08-01,NO1,46755473.347
1636,2021-08-01,NO2,77618404.944
1637,2021-08-01,NO3,55307340.053
1638,2021-08-01,NO4,68465770.495
1639,2021-08-01,NO5,52205027.481
1640,2021-08-02,NO1,47111062.928
1641,2021-08-02,NO2,111771124.162
1642,2021-08-02,NO3,53560271.791
1643,2021-08-02,NO4,72414590.139
1644,2021-08-02,NO5,63877772.283
1645,2021-08-03,NO1,45475352.954
1646,2021-08-03,NO2,130651500.165
1647,2021-08-03,NO3,47901579.723
1648,2021-08-03,NO4,72222818.421
1649,2021-08-03,NO5,69884277.256
1650,2021-08-04,NO1,45687581.044
1651,2021-08-04,NO2,137142922.827
1652,2021-08-04,NO3,52289504.291
1653,2021-08-04,NO4,71052484.883
1654,2021-08-04,NO5,75823615.297
1655,2021-08-05,NO1,45698195.48
1656,2021-08-05,NO2,138624411.284
1657,2021-08-05,NO3,50939130.401
1658,2021-08-05,NO4,69540123.387
1659,2021-08-05,NO5,70990480.374
1660,2021-08-06,NO1,41546774.714
1661,2021-08-06,NO2,123851788.566
1662,2021-08-06,NO3,49933458.175
1663,2021-08-06,NO4,71400582.057
1664,2021-08-06,NO5,51312051.457
1665,2021-08-07,NO1,36563630.581
1666,2021-08-07,NO2,92188771.247
1667,2021-08-07,NO3,56647327.107
1668,2021-08-07,NO4,59021284.570999995
1669,2021-08-07,NO5,47649451.517
1670,2021-08-08,NO1,34326693.866
1671,2021-08-08,NO2,47271915.467
1672,2021-08-08,NO3,38880650.358
1673,2021-08-08,NO4,53834150.898
1674,2021-08-08,NO5,29851345.734
1675,2021-08-09,NO1,37391185.973
1676,2021-08-09,NO2,121942847.105
1677,2021-08-09,NO3,46940596.019
1678,2021-08-09,NO4,59698221.29
1679,2021-08-09,NO5,61665559.648
1680,2021-08-10,NO1,40196303.998
1681,2021-08-10,NO2,148613257.761
1682,2021-08-10,NO3,55297048.992
1683,2021-08-10,NO4,59787957.089999996
1684,2021-08-10,NO5,78123398.3
1685,2021-08-11,NO1,40881052.732
1686,2021-08-11,NO2,151416120.367
1687,2021-08-11,NO3,56294439.263000004
1688,2021-08-11,NO4,60500998.376
1689,2021-08-11,NO5,82855042.83
1690,2021-08-12,NO1,43076570.075
1691,2021-08-12,NO2,153407678.214
1692,2021-08-12,NO3,58473711.799
1693,2021-08-12,NO4,62158981.677
1694,2021-08-12,NO5,77189206.809
1695,2021-08-13,NO1,41949488.245
1696,2021-08-13,NO2,140357150.551
1697,2021-08-13,NO3,55697665.846
1698,2021-08-13,NO4,59269666.736999996
1699,2021-08-13,NO5,63456940.947000004
1700,2021-08-14,NO1,34437562.788
1701,2021-08-14,NO2,95706080.487
1702,2021-08-14,NO3,50711579.687
1703,2021-08-14,NO4,56184268.437
1704,2021-08-14,NO5,44462199.463
1705,2021-08-15,NO1,36118200.437
1706,2021-08-15,NO2,76410152.292
1707,2021-08-15,NO3,54236472.052
1708,2021-08-15,NO4,57154168.288
1709,2021-08-15,NO5,44691333.824
1710,2021-08-16,NO1,42216891.32
1711,2021-08-16,NO2,115198987.477
1712,2021-08-16,NO3,64322076.374
1713,2021-08-16,NO4,62596138.581
1714,2021-08-16,NO5,44724732.896
1715,2021-08-17,NO1,41404924.906
1716,2021-08-17,NO2,111305324.403
1717,2021-08-17,NO3,47139107.256
1718,2021-08-17,NO4,59548850.023
1719,2021-08-17,NO5,39522374.98
1720,2021-08-18,NO1,41334761.251
1721,2021-08-18,NO2,136014423.506
1722,2021-08-18,NO3,60916363.078
1723,2021-08-18,NO4,58965564.972
1724,2021-08-18,NO5,39853369.461
1725,2021-08-19,NO1,42485695.127000004
1726,2021-08-19,NO2,152240585.943
1727,2021-08-19,NO3,72183957.032
1728,2021-08-19,NO4,59560241.842
1729,2021-08-19,NO5,47138027.601
1730,2021-08-20,NO1,44958057.114
1731,2021-08-20,NO2,157516234.9
1732,2021-08-20,NO3,61005021.910000004
1733,2021-08-20,NO4,60603987.488
1734,2021-08-20,NO5,62339185.774000004
1735,2021-08-21,NO1,39710091.828
1736,2021-08-21,NO2,146514951.098
1737,2021-08-21,NO3,46181940.71
1738,2021-08-21,NO4,62200811.316
1739,2021-08-21,NO5,62424473.287
1740,2021-08-22,NO1,36907766.884
1741,2021-08-22,NO2,117450514.185
1742,2021-08-22,NO3,49610386.964
1743,2021-08-22,NO4,63569935.567
1744,2021-08-22,NO5,46096139.498
1745,2021-08-23,NO1,44409274.838
1746,2021-08-23,NO2,141580503.714
1747,2021-08-23,NO3,56784326.249
1748,2021-08-23,NO4,60504616.733
1749,2021-08-23,NO5,60951054.168
1750,2021-08-24,NO1,43288219.546
1751,2021-08-24,NO2,139839249.695
1752,2021-08-24,NO3,68329795.426
1753,2021-08-24,NO4,55845661.878
1754,2021-08-24,NO5,63646795.406
1755,2021-08-25,NO1,40302685.246
1756,2021-08-25,NO2,133096714.868
1757,2021-08-25,NO3,62654867.115
1758,2021-08-25,NO4,43487058.285
1759,2021-08-25,NO5,46458213.876
1760,2021-08-26,NO1,43231896.497
1761,2021-08-26,NO2,128233583.253
1762,2021-08-26,NO3,48398988.33
1763,2021-08-26,NO4,54231368.856
1764,2021-08-26,NO5,52521751.798
1765,2021-08-27,NO1,40406165.826
1766,2021-08-27,NO2,128723238.335
1767,2021-08-27,NO3,61084347.89
1768,2021-08-27,NO4,59254814.002
1769,2021-08-27,NO5,55339316.237
1770,2021-08-28,NO1,33352478.731
1771,2021-08-28,NO2,103638569.774
1772,2021-08-28,NO3,57210106.191
1773,2021-08-28,NO4,59215975.176
1774,2021-08-28,NO5,46946499.503
1775,2021-08-29,NO1,31377554.997
1776,2021-08-29,NO2,83317676.223
1777,2021-08-29,NO3,56124116.206
1778,2021-08-29,NO4,56807881.965
1779,2021-08-29,NO5,44818924.439
1780,2021-08-30,NO1,37271308.03
1781,2021-08-30,NO2,119588773.936
1782,2021-08-30,NO3,59577138.52
1783,2021-08-30,NO4,56046638.978
1784,2021-08-30,NO5,76649769.966
1785,2021-08-31,NO1,32568943.191
1786,2021-08-31,NO2,115371161.433
1787,2021-08-31,NO3,58673685.117
1788,2021-08-31,NO4,49152760.142
1789,2021-08-31,NO5,78208378.124
1790,2021-09-01,NO1,33945000.402
1791,2021-09-01,NO2,121987271.592
1792,2021-09-01,NO3,57244411.39
1793,2021-09-01,NO4,48040254.409
1794,2021-09-01,NO5,78962642.548
1795,2021-09-02,NO1,40719389.008
1796,2021-09-02,NO2,122970948.546
1797,2021-09-02,NO3,71722543.783
1798,2021-09-02,NO4,55737138.943
1799,2021-09-02,NO5,78321065.93
1800,2021-09-03,NO1,42347161.772
1801,2021-09-03,NO2,119480873.938
1802,2021-09-03,NO3,53091674.695
1803,2021-09-03,NO4,62588619.492
1804,2021-09-03,NO5,75944654.738
1805,2021-09-04,NO1,39105654.585
1806,2021-09-04,NO2,111429354.124
1807,2021-09-04,NO3,55305718.039
1808,2021-09-04,NO4,64280131.92
1809,2021-09-04,NO5,73596420.9
1810,2021-09-05,NO1,36664740.597
1811,2021-09-05,NO2,87303708.99
1812,2021-09-05,NO3,61856925.69
1813,2021-09-05,NO4,64120208.317
1814,2021-09-05,NO5,58440530.545
1815,2021-09-06,NO1,45555111.831
1816,2021-09-06,NO2,122986225.123
1817,2021-09-06,NO3,73719468.907
1818,2021-09-06,NO4,62918626.17
1819,2021-09-06,NO5,82623389.44500001
1820,2021-09-07,NO1,42676450.116
1821,2021-09-07,NO2,114858942.056
1822,2021-09-07,NO3,82052344.261
1823,2021-09-07,NO4,59379020.365
1824,2021-09-07,NO5,76763631.952
1825,2021-09-08,NO1,41639045.202
1826,2021-09-08,NO2,112399841.78299999
1827,2021-09-08,NO3,70169640.553
1828,2021-09-08,NO4,64730334.536
1829,2021-09-08,NO5,75264595.539
1830,2021-09-09,NO1,43719727.289
1831,2021-09-09,NO2,120925032.312
1832,2021-09-09,NO3,74236615.671
1833,2021-09-09,NO4,63755211.291
1834,2021-09-09,NO5,77152405.358
1835,2021-09-10,NO1,45599959.162
1836,2021-09-10,NO2,122284336.465
1837,2021-09-10,NO3,76267718.82000001
1838,2021-09-10,NO4,69013319.736
1839,2021-09-10,NO5,78529336.965
1840,2021-09-11,NO1,44007723.109
1841,2021-09-11,NO2,115414847.51900001
1842,2021-09-11,NO3,67366658.088
1843,2021-09-11,NO4,71620528.437
1844,2021-09-11,NO5,76708360.821
1845,2021-09-12,NO1,39414279.532
1846,2021-09-12,NO2,90383920.125
1847,2021-09-12,NO3,75921631.488
1848,2021-09-12,NO4,69679103.422
1849,2021-09-12,NO5,52525296.434
1850,2021-09-13,NO1,37334110.623
1851,2021-09-13,NO2,137322732.17
1852,2021-09-13,NO3,68667891.117
1853,2021-09-13,NO4,72399259.732
1854,2021-09-13,NO5,64441217.952
1855,2021-09-14,NO1,38493174.382
1856,2021-09-14,NO2,145865707.427
1857,2021-09-14,NO3,66698635.169
1858,2021-09-14,NO4,73064158.146
1859,2021-09-14,NO5,83401794.878
1860,2021-09-15,NO1,36709973.374
1861,2021-09-15,NO2,149305342.059
1862,2021-09-15,NO3,68848691.966
1863,2021-09-15,NO4,73982984.975
1864,2021-09-15,NO5,73554750.343
1865,2021-09-16,NO1,37927937.159
1866,2021-09-16,NO2,149834681.096
1867,2021-09-16,NO3,65398017.231
1868,2021-09-16,NO4,76194714.183
1869,2021-09-16,NO5,70121637.554
1870,2021-09-17,NO1,39235369.066
1871,2021-09-17,NO2,154937049.807
1872,2021-09-17,NO3,77804266.587
1873,2021-09-17,NO4,75025649.263
1874,2021-09-17,NO5,70050022.487
1875,2021-09-18,NO1,34622492.533
1876,2021-09-18,NO2,140758359.514
1877,2021-09-18,NO3,74003920.84
1878,2021-09-18,NO4,74340226.556
1879,2021-09-18,NO5,65312798.946
1880,2021-09-19,NO1,31220723.306
1881,2021-09-19,NO2,102705857.168
1882,2021-09-19,NO3,73057502.073
1883,2021-09-19,NO4,71697950.868
1884,2021-09-19,NO5,47763392.173
1885,2021-09-20,NO1,33183170.067
1886,2021-09-20,NO2,156832078.299
1887,2021-09-20,NO3,76652017.093
1888,2021-09-20,NO4,73954336.949
1889,2021-09-20,NO5,71144743.312
1890,2021-09-21,NO1,33676392.317999996
1891,2021-09-21,NO2,155394311.402
1892,2021-09-21,NO3,78513537.546
1893,2021-09-21,NO4,69771818.536
1894,2021-09-21,NO5,69570832.705
1895,2021-09-22,NO1,32469805.661
1896,2021-09-22,NO2,135861713.866
1897,2021-09-22,NO3,76883288.259
1898,2021-09-22,NO4,71683800.135
1899,2021-09-22,NO5,58414766.166
1900,2021-09-23,NO1,28875253.211
1901,2021-09-23,NO2,109683294.706
1902,2021-09-23,NO3,68088108.126
1903,2021-09-23,NO4,72043365.14
1904,2021-09-23,NO5,41333884.437
1905,2021-09-24,NO1,30481990.148
1906,2021-09-24,NO2,122211230.782
1907,2021-09-24,NO3,80969968.551
1908,2021-09-24,NO4,74555281.906
1909,2021-09-24,NO5,49854459.514
1910,2021-09-25,NO1,34671195.699
1911,2021-09-25,NO2,124204757.778
1912,2021-09-25,NO3,82298387.135
1913,2021-09-25,NO4,70201078.141
1914,2021-09-25,NO5,71636420.479
1915,2021-09-26,NO1,33575091.738
1916,2021-09-26,NO2,125706491.565
1917,2021-09-26,NO3,77601517.459
1918,2021-09-26,NO4,72824858.929
1919,2021-09-26,NO5,61417046.314
1920,2021-09-27,NO1,39802484.28
1921,2021-09-27,NO2,141599340.984
1922,2021-09-27,NO3,81118910.825
1923,2021-09-27,NO4,61543774.088
1924,2021-09-27,NO5,67367849.202
1925,2021-09-28,NO1,45021490.085
1926,2021-09-28,NO2,146727784.883
1927,2021-09-28,NO3,80255867.387
1928,2021-09-28,NO4,68845982.805
1929,2021-09-28,NO5,81447514.933
1930,2021-09-29,NO1,44232394.049
1931,2021-09-29,NO2,135155513.85300002
1932,2021-09-29,NO3,92913080.39
1933,2021-09-29,NO4,68089310.758
1934,2021-09-29,NO5,56525120.363
1935,2021-09-30,NO1,48552931.197
1936,2021-09-30,NO2,101311318.793
1937,2021-09-30,NO3,90826830.776
1938,2021-09-30,NO4,70210122.308
1939,2021-09-30,NO5,49085470.032
1940,2021-10-01,NO1,49449210.021
1941,2021-10-01,NO2,100841013.198
1942,2021-10-01,NO3,81497791.032
1943,2021-10-01,NO4,62090850.137
1944,2021-10-01,NO5,39097711.788
1945,2021-10-02,NO1,58409845.195
1946,2021-10-02,NO2,117672079.638
1947,2021-10-02,NO3,63700474.846
1948,2021-10-02,NO4,53797454.005
1949,2021-10-02,NO5,56425685.793
1950,2021-10-03,NO1,58441361.713
1951,2021-10-03,NO2,80712346.972
1952,2021-10-03,NO3,51311884.881
1953,2021-10-03,NO4,41324523.047
1954,2021-10-03,NO5,41662770.845
1955,2021-10-04,NO1,66664409.176
1956,2021-10-04,NO2,140446118.042
1957,2021-10-04,NO3,58472768.389
1958,2021-10-04,NO4,52954261.552
1959,2021-10-04,NO5,56403569.75
1960,2021-10-05,NO1,67797327.088
1961,2021-10-05,NO2,138502062.166
1962,2021-10-05,NO3,62295751.223
1963,2021-10-05,NO4,59963280.508999996
1964,2021-10-05,NO5,61010254.619
1965,2021-10-06,NO1,65889834.354
1966,2021-10-06,NO2,131178565.854
1967,2021-10-06,NO3,73282275.364
1968,2021-10-06,NO4,67849502.361
1969,2021-10-06,NO5,84155108.967
1970,2021-10-07,NO1,71170437.399
1971,2021-10-07,NO2,160114158.971
1972,2021-10-07,NO3,77176109.136
1973,2021-10-07,NO4,60023391.321
1974,2021-10-07,NO5,82214980.646
1975,2021-10-08,NO1,68016812.144
1976,2021-10-08,NO2,160701825.044
1977,2021-10-08,NO3,71995008.7
1978,2021-10-08,NO4,56283403.795
1979,2021-10-08,NO5,84003220.021
1980,2021-10-09,NO1,63559162.293
1981,2021-10-09,NO2,126930309.706
1982,2021-10-09,NO3,73392567.619
1983,2021-10-09,NO4,57567464.533
1984,2021-10-09,NO5,69097090.491
1985,2021-10-10,NO1,63596142.658
1986,2021-10-10,NO2,124289903.792
1987,2021-10-10,NO3,64742390.79
1988,2021-10-10,NO4,56866029.051
1989,2021-10-10,NO5,74116513.323
1990,2021-10-11,NO1,60857713.591
1991,2021-10-11,NO2,124291211.937
1992,2021-10-11,NO3,81360631.561
1993,2021-10-11,NO4,63254879.015
1994,2021-10-11,NO5,70665621.891
1995,2021-10-12,NO1,68530186.402
1996,2021-10-12,NO2,151049508.45
1997,2021-10-12,NO3,73660154.998
1998,2021-10-12,NO4,65465065.877
1999,2021-10-12,NO5,90865903.623
2000,2021-10-13,NO1,69048737.615
2001,2021-10-13,NO2,163734034.806
2002,2021-10-13,NO3,81756552.518
2003,2021-10-13,NO4,66727520.98
2004,2021-10-13,NO5,98894278.683
2005,2021-10-14,NO1,64233007.424
2006,2021-10-14,NO2,136882073.287
2007,2021-10-14,NO3,74266120.209
2008,2021-10-14,NO4,43194557.664
2009,2021-10-14,NO5,76064433.069
2010,2021-10-15,NO1,57297506.884
2011,2021-10-15,NO2,113163910.58500001
2012,2021-10-15,NO3,69932317.92999999
2013,2021-10-15,NO4,33035540.536
2014,2021-10-15,NO5,66392456.366000004
2015,2021-10-16,NO1,58339874.087
2016,2021-10-16,NO2,131006383.57000001
2017,2021-10-16,NO3,73002445.845
2018,2021-10-16,NO4,31135949.371
2019,2021-10-16,NO5,80870049.186
2020,2021-10-17,NO1,65761798.644
2021,2021-10-17,NO2,146235781.85
2022,2021-10-17,NO3,66486234.453999996
2023,2021-10-17,NO4,37397117.009
2024,2021-10-17,NO5,93629597.843
2025,2021-10-18,NO1,69259388.8
2026,2021-10-18,NO2,188249910.644
2027,2021-10-18,NO3,65140172.616
2028,2021-10-18,NO4,60751168.277
2029,2021-10-18,NO5,117224048.402
2030,2021-10-19,NO1,65701577.359
2031,2021-10-19,NO2,163353979.815
2032,2021-10-19,NO3,80518520.299
2033,2021-10-19,NO4,60144970.872
2034,2021-10-19,NO5,96370543.334
2035,2021-10-20,NO1,52469846.088
2036,2021-10-20,NO2,96481677.484
2037,2021-10-20,NO3,73733887.9
2038,2021-10-20,NO4,53624595.418
2039,2021-10-20,NO5,65618154.79
