,DATE,PRISOMRÅDE,VOLUM_KWH
4726,2023-04-11,NO2,125387258.234
4727,2023-04-11,NO3,67206789.267
4728,2023-04-11,NO4,80845665.514
4729,2023-04-11,NO5,57748260.535000004
4730,2023-04-12,NO1,40740033.129
4731,2023-04-12,NO2,152350287.386
4732,2023-04-12,NO3,64527796.846
4733,2023-04-12,NO4,79442113.473
4734,2023-04-12,NO5,65623780.688
4735,2023-04-13,NO1,49618306.929
4736,2023-04-13,NO2,148841531.998
4737,2023-04-13,NO3,52623292.27
4738,2023-04-13,NO4,58279345.806
4739,2023-04-13,NO5,59200734.457
4740,2023-04-14,NO1,55348544.350999996
4741,2023-04-14,NO2,183312212.565
4742,2023-04-14,NO3,73056218.414
4743,2023-04-14,NO4,80601903.367
4744,2023-04-14,NO5,79214491.48200001
4745,2023-04-15,NO1,58535275.857
4746,2023-04-15,NO2,138343712.058
4747,2023-04-15,NO3,66666842.53
4748,2023-04-15,NO4,93642192.527
4749,2023-04-15,NO5,77248454.066
4750,2023-04-16,NO1,60349248.195
4751,2023-04-16,NO2,155817300.386
4752,2023-04-16,NO3,61249316.591
4753,2023-04-16,NO4,93182204.841
4754,2023-04-16,NO5,82319701.213
4755,2023-04-17,NO1,60371493.647
4756,2023-04-17,NO2,164752788.627
4757,2023-04-17,NO3,59835597.043
4758,2023-04-17,NO4,92277241.934
4759,2023-04-17,NO5,75349158.994
4760,2023-04-18,NO1,56814424.544
4761,2023-04-18,NO2,143043381.775
4762,2023-04-18,NO3,54632336.815
4763,2023-04-18,NO4,92998079.191
4764,2023-04-18,NO5,53250344.198
4765,2023-04-19,NO1,55387634.552
4766,2023-04-19,NO2,126352056.78
4767,2023-04-19,NO3,43603587.257
4768,2023-04-19,NO4,91209340.787
4769,2023-04-19,NO5,44579516.085
4770,2023-04-20,NO1,55816496.22
4771,2023-04-20,NO2,138893326.012
4772,2023-04-20,NO3,42258289.631
4773,2023-04-20,NO4,94487806.118
4774,2023-04-20,NO5,44206862.234
4775,2023-04-21,NO1,57264000.723
4776,2023-04-21,NO2,130486095.074
4777,2023-04-21,NO3,47144470.647
4778,2023-04-21,NO4,91467533.853
4779,2023-04-21,NO5,43277356.676
4780,2023-04-22,NO1,59030724.0
4781,2023-04-22,NO2,122070958.814
4782,2023-04-22,NO3,50220302.989
4783,2023-04-22,NO4,86731143.025
4784,2023-04-22,NO5,40057190.316
4785,2023-04-23,NO1,59486623.39
4786,2023-04-23,NO2,111700521.547
4787,2023-04-23,NO3,57344055.173
4788,2023-04-23,NO4,88700240.565
4789,2023-04-23,NO5,39998103.089
4790,2023-04-24,NO1,57717359.47
4791,2023-04-24,NO2,148762418.529
4792,2023-04-24,NO3,62296397.584
4793,2023-04-24,NO4,91479715.009
4794,2023-04-24,NO5,55981446.673
4795,2023-04-25,NO1,56004164.924
4796,2023-04-25,NO2,145402647.807
4797,2023-04-25,NO3,54192756.152
4798,2023-04-25,NO4,89652599.732
4799,2023-04-25,NO5,36076463.656
4800,2023-04-26,NO1,55302718.015
4801,2023-04-26,NO2,158244882.498
4802,2023-04-26,NO3,55911029.570999995
4803,2023-04-26,NO4,91163755.943
4804,2023-04-26,NO5,46228908.274
4805,2023-04-27,NO1,55786000.603
4806,2023-04-27,NO2,156558278.674
4807,2023-04-27,NO3,69934374.255
4808,2023-04-27,NO4,93323203.94500001
4809,2023-04-27,NO5,42308428.353
4810,2023-04-28,NO1,55492149.98
4811,2023-04-28,NO2,167048474.157
4812,2023-04-28,NO3,61486438.137
4813,2023-04-28,NO4,94340182.682
4814,2023-04-28,NO5,55425918.336
4815,2023-04-29,NO1,56787910.089
4816,2023-04-29,NO2,154884179.361
4817,2023-04-29,NO3,52600749.202
4818,2023-04-29,NO4,85067662.684
4819,2023-04-29,NO5,33223575.14
4820,2023-04-30,NO1,50536395.206
4821,2023-04-30,NO2,124282704.37099999
4822,2023-04-30,NO3,53656154.827
4823,2023-04-30,NO4,65179087.049
4824,2023-04-30,NO5,31796071.116
4825,2023-05-01,NO1,48600012.426
4826,2023-05-01,NO2,137779660.017
4827,2023-05-01,NO3,50628616.538
4828,2023-05-01,NO4,83813530.453
4829,2023-05-01,NO5,32814691.488
4830,2023-05-02,NO1,50259955.662
4831,2023-05-02,NO2,153494082.705
4832,2023-05-02,NO3,46035690.096
4833,2023-05-02,NO4,80503762.26799999
4834,2023-05-02,NO5,44299921.389
4835,2023-05-03,NO1,49981937.641
4836,2023-05-03,NO2,145646873.468
4837,2023-05-03,NO3,40345169.69
4838,2023-05-03,NO4,73778506.935
4839,2023-05-03,NO5,49486835.798
4840,2023-05-04,NO1,48215391.961
4841,2023-05-04,NO2,134976277.804
4842,2023-05-04,NO3,50888949.786
4843,2023-05-04,NO4,80610104.962
4844,2023-05-04,NO5,46492837.617
4845,2023-05-05,NO1,45554487.533
4846,2023-05-05,NO2,132871014.149
4847,2023-05-05,NO3,49962194.535
4848,2023-05-05,NO4,81793579.646
4849,2023-05-05,NO5,32710940.094
4850,2023-05-06,NO1,47758332.65
4851,2023-05-06,NO2,126067777.052
4852,2023-05-06,NO3,42092867.614
4853,2023-05-06,NO4,81417377.6
4854,2023-05-06,NO5,32712446.47
4855,2023-05-07,NO1,47696891.568
4856,2023-05-07,NO2,112593195.023
4857,2023-05-07,NO3,44634461.997
4858,2023-05-07,NO4,77564586.991
4859,2023-05-07,NO5,31471086.572
4860,2023-05-08,NO1,54673703.781
4861,2023-05-08,NO2,138710831.036
4862,2023-05-08,NO3,56064620.658
4863,2023-05-08,NO4,75975403.198
4864,2023-05-08,NO5,42600964.392
4865,2023-05-09,NO1,53426809.474
4866,2023-05-09,NO2,131419095.776
4867,2023-05-09,NO3,55505130.58
4868,2023-05-09,NO4,60597742.207
4869,2023-05-09,NO5,40162101.471
4870,2023-05-10,NO1,59567535.041999996
4871,2023-05-10,NO2,143804488.05
4872,2023-05-10,NO3,53250820.034
4873,2023-05-10,NO4,57569449.366
4874,2023-05-10,NO5,57827684.363
4875,2023-05-11,NO1,64698145.374
4876,2023-05-11,NO2,149909810.153
4877,2023-05-11,NO3,56648189.043
4878,2023-05-11,NO4,59445058.605
4879,2023-05-11,NO5,81492217.127
4880,2023-05-12,NO1,62911709.633
4881,2023-05-12,NO2,135543666.883
4882,2023-05-12,NO3,67400981.361
4883,2023-05-12,NO4,75577652.715
4884,2023-05-12,NO5,68072142.275
4885,2023-05-13,NO1,63566050.953999996
4886,2023-05-13,NO2,126641274.908
4887,2023-05-13,NO3,57577134.681
4888,2023-05-13,NO4,52248996.036
4889,2023-05-13,NO5,66792197.529
4890,2023-05-14,NO1,66511471.107
4891,2023-05-14,NO2,124292000.315
4892,2023-05-14,NO3,60973228.119
4893,2023-05-14,NO4,42885109.488
4894,2023-05-14,NO5,65232200.744
4895,2023-05-15,NO1,69533683.8
4896,2023-05-15,NO2,151484847.935
4897,2023-05-15,NO3,58573333.973
4898,2023-05-15,NO4,42913335.717
4899,2023-05-15,NO5,81137616.851
4900,2023-05-16,NO1,63924556.937
4901,2023-05-16,NO2,125034384.674
4902,2023-05-16,NO3,64228699.11
4903,2023-05-16,NO4,41603909.592
4904,2023-05-16,NO5,57986709.027
4905,2023-05-17,NO1,67575528.49
4906,2023-05-17,NO2,111947975.972
4907,2023-05-17,NO3,65330186.557000004
4908,2023-05-17,NO4,35653368.268
4909,2023-05-17,NO5,53602309.551
4910,2023-05-18,NO1,67775096.888
4911,2023-05-18,NO2,132832346.558
4912,2023-05-18,NO3,51067185.018
4913,2023-05-18,NO4,43365913.288
4914,2023-05-18,NO5,66168018.343
4915,2023-05-19,NO1,66351661.404
4916,2023-05-19,NO2,138727473.604
4917,2023-05-19,NO3,55369167.361
4918,2023-05-19,NO4,49056060.367
4919,2023-05-19,NO5,67397682.234
4920,2023-05-20,NO1,60236541.956
4921,2023-05-20,NO2,85677045.635
4922,2023-05-20,NO3,54561836.894
4923,2023-05-20,NO4,47786287.947
4924,2023-05-20,NO5,51070974.61
4925,2023-05-21,NO1,58813882.353
4926,2023-05-21,NO2,77748218.805
4927,2023-05-21,NO3,54758330.313
4928,2023-05-21,NO4,42437827.186
4929,2023-05-21,NO5,50357349.714
4930,2023-05-22,NO1,64050573.589
4931,2023-05-22,NO2,123690061.585
4932,2023-05-22,NO3,59340014.403000005
4933,2023-05-22,NO4,49791681.286
4934,2023-05-22,NO5,77544330.122
4935,2023-05-23,NO1,65732702.72
4936,2023-05-23,NO2,123560747.026
4937,2023-05-23,NO3,60006292.486
4938,2023-05-23,NO4,50407814.154
4939,2023-05-23,NO5,63046997.318
4940,2023-05-24,NO1,70968607.824
4941,2023-05-24,NO2,134435768.25800002
4942,2023-05-24,NO3,75855048.127
4943,2023-05-24,NO4,52374728.912
4944,2023-05-24,NO5,78953231.148
4945,2023-05-25,NO1,69326655.127
4946,2023-05-25,NO2,115749902.935
4947,2023-05-25,NO3,80403808.381
4948,2023-05-25,NO4,53537831.409
4949,2023-05-25,NO5,59578998.451
4950,2023-05-26,NO1,65716965.873
4951,2023-05-26,NO2,107418721.29
4952,2023-05-26,NO3,62310728.959
4953,2023-05-26,NO4,49632238.359
4954,2023-05-26,NO5,58306923.328
4955,2023-05-27,NO1,65777878.166
4956,2023-05-27,NO2,103316660.382
4957,2023-05-27,NO3,72471174.606
4958,2023-05-27,NO4,52556613.002
4959,2023-05-27,NO5,52853370.523
4960,2023-05-28,NO1,63510775.247999996
4961,2023-05-28,NO2,91943148.15799999
4962,2023-05-28,NO3,68629163.544
4963,2023-05-28,NO4,47685244.982
4964,2023-05-28,NO5,51625296.67
4965,2023-05-29,NO1,64394498.111
4966,2023-05-29,NO2,87115728.192
4967,2023-05-29,NO3,74576483.858
4968,2023-05-29,NO4,51968172.678
4969,2023-05-29,NO5,53123915.475
4970,2023-05-30,NO1,68757827.958
4971,2023-05-30,NO2,126658889.29
4972,2023-05-30,NO3,80146165.837
4973,2023-05-30,NO4,61819159.243999995
4974,2023-05-30,NO5,68724115.125
4975,2023-05-31,NO1,65535936.165
4976,2023-05-31,NO2,113768890.269
4977,2023-05-31,NO3,64989808.882
4978,2023-05-31,NO4,59571802.104
4979,2023-05-31,NO5,62446175.144
4980,2023-06-01,NO1,68829607.643
4981,2023-06-01,NO2,113036841.62
4982,2023-06-01,NO3,69729107.333
4983,2023-06-01,NO4,57010124.658
4984,2023-06-01,NO5,73161589.105
4985,2023-06-02,NO1,67297461.366
4986,2023-06-02,NO2,115500534.807
4987,2023-06-02,NO3,69845454.608
4988,2023-06-02,NO4,71549498.15799999
4989,2023-06-02,NO5,78750683.338
4990,2023-06-03,NO1,63058270.464
4991,2023-06-03,NO2,99089141.583
4992,2023-06-03,NO3,72717459.956
4993,2023-06-03,NO4,56067721.496
4994,2023-06-03,NO5,65821377.672
4995,2023-06-04,NO1,60565500.035
4996,2023-06-04,NO2,84444590.901
4997,2023-06-04,NO3,56172647.874
4998,2023-06-04,NO4,51017058.806
4999,2023-06-04,NO5,62279388.697
5000,2023-06-05,NO1,64481203.364
5001,2023-06-05,NO2,123406289.41
5002,2023-06-05,NO3,48999506.946
5003,2023-06-05,NO4,47925718.083
5004,2023-06-05,NO5,93233737.575
5005,2023-06-06,NO1,62853468.788
5006,2023-06-06,NO2,125697368.434
5007,2023-06-06,NO3,69248938.222
5008,2023-06-06,NO4,75108217.086
5009,2023-06-06,NO5,78894696.926
5010,2023-06-07,NO1,68054913.461
5011,2023-06-07,NO2,123022502.22299999
5012,2023-06-07,NO3,66854522.435
5013,2023-06-07,NO4,83925626.679
5014,2023-06-07,NO5,73521406.358
5015,2023-06-08,NO1,62944636.188
5016,2023-06-08,NO2,108183829.681
5017,2023-06-08,NO3,66136225.704
5018,2023-06-08,NO4,77544875.695
5019,2023-06-08,NO5,75170897.953
5020,2023-06-09,NO1,62629539.847
5021,2023-06-09,NO2,103465171.612
5022,2023-06-09,NO3,66139649.01
5023,2023-06-09,NO4,78529575.072
5024,2023-06-09,NO5,71968839.997
5025,2023-06-10,NO1,60880702.274
5026,2023-06-10,NO2,69427707.374
5027,2023-06-10,NO3,59561537.683
5028,2023-06-10,NO4,62995305.895
5029,2023-06-10,NO5,58304464.111
5030,2023-06-11,NO1,58092861.502000004
5031,2023-06-11,NO2,65292706.535
5032,2023-06-11,NO3,59417017.201
5033,2023-06-11,NO4,57414599.877
5034,2023-06-11,NO5,61311020.034
5035,2023-06-12,NO1,66217075.853
5036,2023-06-12,NO2,101798325.792
5037,2023-06-12,NO3,65835396.928
5038,2023-06-12,NO4,71599884.925
5039,2023-06-12,NO5,88250989.108
5040,2023-06-13,NO1,62774102.729
5041,2023-06-13,NO2,99821023.888
5042,2023-06-13,NO3,59662300.852
5043,2023-06-13,NO4,72008677.911
5044,2023-06-13,NO5,78063490.84200001
5045,2023-06-14,NO1,58540473.016
5046,2023-06-14,NO2,105411240.887
5047,2023-06-14,NO3,61697319.077
5048,2023-06-14,NO4,74869439.498
5049,2023-06-14,NO5,86788300.631
5050,2023-06-15,NO1,62946924.183
5051,2023-06-15,NO2,118533241.661
5052,2023-06-15,NO3,61156093.758
5053,2023-06-15,NO4,77510497.486
5054,2023-06-15,NO5,87911675.059
5055,2023-06-16,NO1,60016830.247
5056,2023-06-16,NO2,123178835.919
5057,2023-06-16,NO3,61259052.952
5058,2023-06-16,NO4,78980676.391
5059,2023-06-16,NO5,86796898.619
5060,2023-06-17,NO1,55211653.139
5061,2023-06-17,NO2,98725770.668
5062,2023-06-17,NO3,56461817.066
5063,2023-06-17,NO4,75399801.28299999
5064,2023-06-17,NO5,74212419.65699999
5065,2023-06-18,NO1,56267367.925
5066,2023-06-18,NO2,92264014.977
5067,2023-06-18,NO3,56312755.497999996
5068,2023-06-18,NO4,73112601.092
5069,2023-06-18,NO5,71098858.292
5070,2023-06-19,NO1,62898833.447
5071,2023-06-19,NO2,109928919.468
5072,2023-06-19,NO3,65590084.439
5073,2023-06-19,NO4,67989944.02
5074,2023-06-19,NO5,87843295.875
5075,2023-06-20,NO1,59529653.131
5076,2023-06-20,NO2,113733606.21
5077,2023-06-20,NO3,60097984.959
5078,2023-06-20,NO4,73298203.18
5079,2023-06-20,NO5,84629131.649
5080,2023-06-21,NO1,64252479.809
5081,2023-06-21,NO2,122334838.77700001
5082,2023-06-21,NO3,62178191.764
5083,2023-06-21,NO4,71237033.146
5084,2023-06-21,NO5,86502366.874
5085,2023-06-22,NO1,63373276.495
5086,2023-06-22,NO2,119391814.293
5087,2023-06-22,NO3,75510054.684
5088,2023-06-22,NO4,61185837.165
5089,2023-06-22,NO5,82475015.079
5090,2023-06-23,NO1,61018685.912
5091,2023-06-23,NO2,115364329.164
5092,2023-06-23,NO3,63250619.009
5093,2023-06-23,NO4,55339409.845
5094,2023-06-23,NO5,75667700.864
5095,2023-06-24,NO1,57318953.808
5096,2023-06-24,NO2,90733918.684
5097,2023-06-24,NO3,45349019.649000004
5098,2023-06-24,NO4,63067398.813
5099,2023-06-24,NO5,62937035.817
5100,2023-06-25,NO1,55844102.1
5101,2023-06-25,NO2,90878124.083
5102,2023-06-25,NO3,45380992.606
5103,2023-06-25,NO4,61588409.668
5104,2023-06-25,NO5,62911463.869
5105,2023-06-26,NO1,58356147.955
5106,2023-06-26,NO2,95982339.984
5107,2023-06-26,NO3,59192651.537
5108,2023-06-26,NO4,68992643.03299999
5109,2023-06-26,NO5,87423229.274
5110,2023-06-27,NO1,60257860.911
5111,2023-06-27,NO2,103021073.513
5112,2023-06-27,NO3,55697960.93
5113,2023-06-27,NO4,74292309.611
5114,2023-06-27,NO5,92365677.623
5115,2023-06-28,NO1,63043009.915
5116,2023-06-28,NO2,129423139.2
5117,2023-06-28,NO3,55995123.173999995
5118,2023-06-28,NO4,76579789.71000001
5119,2023-06-28,NO5,89620214.16
5120,2023-06-29,NO1,64561371.929
5121,2023-06-29,NO2,136349101.449
5122,2023-06-29,NO3,56749311.441
5123,2023-06-29,NO4,76030191.266
5124,2023-06-29,NO5,92261803.236
5125,2023-06-30,NO1,65940926.254999995
5126,2023-06-30,NO2,128983934.257
5127,2023-06-30,NO3,60045824.247
5128,2023-06-30,NO4,68214647.74
5129,2023-06-30,NO5,82705588.655
5130,2023-07-01,NO1,58873709.730000004
5131,2023-07-01,NO2,48746311.31
5132,2023-07-01,NO3,51487120.169
5133,2023-07-01,NO4,65837862.975
5134,2023-07-01,NO5,56771093.017
5135,2023-07-02,NO1,52219657.107999995
5136,2023-07-02,NO2,37115424.529
5137,2023-07-02,NO3,49484099.787
5138,2023-07-02,NO4,55288224.274000004
5139,2023-07-02,NO5,44229344.508999996
5140,2023-07-03,NO1,60923853.714999996
5141,2023-07-03,NO2,67385142.647
5142,2023-07-03,NO3,54126524.821
5143,2023-07-03,NO4,70237095.172
5144,2023-07-03,NO5,56228188.471999995
5145,2023-07-04,NO1,62421424.268
5146,2023-07-04,NO2,89603971.19
5147,2023-07-04,NO3,56970273.339999996
5148,2023-07-04,NO4,71587379.402
5149,2023-07-04,NO5,58476406.019999996
5150,2023-07-05,NO1,65534149.641
5151,2023-07-05,NO2,76251027.237
5152,2023-07-05,NO3,63898612.909
5153,2023-07-05,NO4,77484142.896
5154,2023-07-05,NO5,52063823.407
5155,2023-07-06,NO1,69156935.306
5156,2023-07-06,NO2,109493081.70300001
5157,2023-07-06,NO3,65729351.54
5158,2023-07-06,NO4,77504320.951
5159,2023-07-06,NO5,60518974.829
5160,2023-07-07,NO1,65996207.006
5161,2023-07-07,NO2,121616887.952
5162,2023-07-07,NO3,64537851.061
5163,2023-07-07,NO4,78125634.728
5164,2023-07-07,NO5,66442375.048
5165,2023-07-08,NO1,63219059.511
5166,2023-07-08,NO2,95173818.345
5167,2023-07-08,NO3,59507312.765
5168,2023-07-08,NO4,77870637.725
5169,2023-07-08,NO5,48622303.73
5170,2023-07-09,NO1,63626373.339
5171,2023-07-09,NO2,115772048.16
5172,2023-07-09,NO3,58373129.672
5173,2023-07-09,NO4,78242440.899
5174,2023-07-09,NO5,57181489.051
5175,2023-07-10,NO1,62212018.628
5176,2023-07-10,NO2,137967487.651
5177,2023-07-10,NO3,61725938.938999996
5178,2023-07-10,NO4,75556043.343
5179,2023-07-10,NO5,74575050.227
5180,2023-07-11,NO1,61617054.868999995
5181,2023-07-11,NO2,130468762.627
5182,2023-07-11,NO3,64708871.963
5183,2023-07-11,NO4,74021186.021
5184,2023-07-11,NO5,67544484.314
5185,2023-07-12,NO1,62001428.223
5186,2023-07-12,NO2,116056726.799
5187,2023-07-12,NO3,69233609.043
5188,2023-07-12,NO4,69128020.135
5189,2023-07-12,NO5,72209787.338
5190,2023-07-13,NO1,66018057.242
5191,2023-07-13,NO2,125194224.692
5192,2023-07-13,NO3,66081309.182000004
5193,2023-07-13,NO4,72679279.247
5194,2023-07-13,NO5,65928404.18
5195,2023-07-14,NO1,69045779.817
5196,2023-07-14,NO2,136201366.928
5197,2023-07-14,NO3,72365433.017
5198,2023-07-14,NO4,75594963.852
5199,2023-07-14,NO5,67611309.906
5200,2023-07-15,NO1,64030218.333
5201,2023-07-15,NO2,79328078.81
5202,2023-07-15,NO3,56282776.386
5203,2023-07-15,NO4,56390061.628
5204,2023-07-15,NO5,44613410.12
5205,2023-07-16,NO1,61452164.783
5206,2023-07-16,NO2,63012869.506
5207,2023-07-16,NO3,40919636.854
5208,2023-07-16,NO4,44496819.299
5209,2023-07-16,NO5,41140460.33
5210,2023-07-17,NO1,71960270.716
5211,2023-07-17,NO2,89999807.041
5212,2023-07-17,NO3,54809854.908
5213,2023-07-17,NO4,45462156.587
5214,2023-07-17,NO5,53722006.774
5215,2023-07-18,NO1,72365775.314
5216,2023-07-18,NO2,130334263.839
5217,2023-07-18,NO3,76625915.079
5218,2023-07-18,NO4,56403592.363
5219,2023-07-18,NO5,71375177.973
5220,2023-07-19,NO1,69940713.771
5221,2023-07-19,NO2,161978038.675
5222,2023-07-19,NO3,67143983.073
5223,2023-07-19,NO4,66649443.287
5224,2023-07-19,NO5,92045762.503
5225,2023-07-20,NO1,70328767.504
5226,2023-07-20,NO2,128263601.571
5227,2023-07-20,NO3,63769756.873
5228,2023-07-20,NO4,77968097.111
5229,2023-07-20,NO5,99610440.354
5230,2023-07-21,NO1,71202199.995
5231,2023-07-21,NO2,158344173.596
5232,2023-07-21,NO3,63278448.126
5233,2023-07-21,NO4,79154805.205
5234,2023-07-21,NO5,96329862.205
5235,2023-07-22,NO1,71668356.625
5236,2023-07-22,NO2,123366900.969
5237,2023-07-22,NO3,55910897.361999996
5238,2023-07-22,NO4,74208004.812
5239,2023-07-22,NO5,90747483.093
5240,2023-07-23,NO1,67279770.937
5241,2023-07-23,NO2,63624948.194
5242,2023-07-23,NO3,43039485.432000004
5243,2023-07-23,NO4,57775145.315
5244,2023-07-23,NO5,65705609.226
5245,2023-07-24,NO1,73629223.316
5246,2023-07-24,NO2,123775804.252
5247,2023-07-24,NO3,63621526.779
5248,2023-07-24,NO4,81118104.913
5249,2023-07-24,NO5,79821085.47399999
5250,2023-07-25,NO1,75723168.222
5251,2023-07-25,NO2,112844419.922
5252,2023-07-25,NO3,65481609.069
5253,2023-07-25,NO4,75960775.473
5254,2023-07-25,NO5,71495271.121
5255,2023-07-26,NO1,73345159.903
5256,2023-07-26,NO2,107397166.09
5257,2023-07-26,NO3,66251749.739
5258,2023-07-26,NO4,79190902.919
5259,2023-07-26,NO5,76063019.865
5260,2023-07-27,NO1,72006900.347
5261,2023-07-27,NO2,137873525.59600002
5262,2023-07-27,NO3,68306050.936
5263,2023-07-27,NO4,78757427.428
5264,2023-07-27,NO5,78798140.923
5265,2023-07-28,NO1,73075284.635
5266,2023-07-28,NO2,139028397.084
5267,2023-07-28,NO3,66128586.611
5268,2023-07-28,NO4,73570205.898
5269,2023-07-28,NO5,76932025.191
5270,2023-07-29,NO1,70422199.643
5271,2023-07-29,NO2,112757520.38
5272,2023-07-29,NO3,51149452.106
5273,2023-07-29,NO4,63040798.526
5274,2023-07-29,NO5,47593881.429
5275,2023-07-30,NO1,70640546.73
5276,2023-07-30,NO2,55194002.086
5277,2023-07-30,NO3,50703105.488
5278,2023-07-30,NO4,63157505.86
5279,2023-07-30,NO5,50559213.633
5280,2023-07-31,NO1,72895342.782
5281,2023-07-31,NO2,97619003.81
5282,2023-07-31,NO3,61482220.227
5283,2023-07-31,NO4,77897851.87099999
5284,2023-07-31,NO5,74430959.51099999
5285,2023-08-01,NO1,73108105.014
5286,2023-08-01,NO2,107185820.72
5287,2023-08-01,NO3,55543663.738
5288,2023-08-01,NO4,74667456.071
5289,2023-08-01,NO5,66585629.095
5290,2023-08-02,NO1,72900052.934
5291,2023-08-02,NO2,88646778.742
5292,2023-08-02,NO3,46910137.179
5293,2023-08-02,NO4,68292444.127
5294,2023-08-02,NO5,64482013.559
5295,2023-08-03,NO1,72983073.971
5296,2023-08-03,NO2,65118390.152
5297,2023-08-03,NO3,50281915.649
5298,2023-08-03,NO4,72370543.824
5299,2023-08-03,NO5,66412535.868999995
5300,2023-08-04,NO1,72249443.95
5301,2023-08-04,NO2,92415371.152
5302,2023-08-04,NO3,56745880.004
5303,2023-08-04,NO4,68866729.304
5304,2023-08-04,NO5,65116401.665
5305,2023-08-05,NO1,73492542.929
5306,2023-08-05,NO2,113579607.951
5307,2023-08-05,NO3,47566393.076
5308,2023-08-05,NO4,58164708.93
5309,2023-08-05,NO5,51215838.855000004
5310,2023-08-06,NO1,73295361.947
5311,2023-08-06,NO2,71015730.499
5312,2023-08-06,NO3,47673869.374
5313,2023-08-06,NO4,44231411.401
5314,2023-08-06,NO5,50099406.45
5315,2023-08-07,NO1,74282866.293
5316,2023-08-07,NO2,54134227.178
5317,2023-08-07,NO3,63086487.426
5318,2023-08-07,NO4,37949432.21
5319,2023-08-07,NO5,49160332.055
5320,2023-08-08,NO1,69293934.208
5321,2023-08-08,NO2,55236452.024000004
5322,2023-08-08,NO3,65874367.703
5323,2023-08-08,NO4,42180036.458
5324,2023-08-08,NO5,46417683.662
5325,2023-08-09,NO1,67335013.302
5326,2023-08-09,NO2,72466089.344
5327,2023-08-09,NO3,83414073.038
5328,2023-08-09,NO4,50217868.992
5329,2023-08-09,NO5,64020173.662
5330,2023-08-10,NO1,63018708.398
5331,2023-08-10,NO2,97407419.89
5332,2023-08-10,NO3,77624373.501
5333,2023-08-10,NO4,61637603.595
5334,2023-08-10,NO5,81507519.491
5335,2023-08-11,NO1,66827744.222
5336,2023-08-11,NO2,122473892.209
5337,2023-08-11,NO3,66739994.245
5338,2023-08-11,NO4,62732215.31
5339,2023-08-11,NO5,79597691.406
5340,2023-08-12,NO1,67337507.567
5341,2023-08-12,NO2,120058845.789
5342,2023-08-12,NO3,63873682.382
5343,2023-08-12,NO4,43599336.392
5344,2023-08-12,NO5,63080598.392000005
5345,2023-08-13,NO1,67626812.791
5346,2023-08-13,NO2,101116117.70199999
5347,2023-08-13,NO3,59994206.82
5348,2023-08-13,NO4,51025034.726
5349,2023-08-13,NO5,67327893.61
5350,2023-08-14,NO1,70732214.68699999
5351,2023-08-14,NO2,143611286.527
5352,2023-08-14,NO3,62717431.823
5353,2023-08-14,NO4,64776080.398
5354,2023-08-14,NO5,89842546.762
5355,2023-08-15,NO1,70770795.47
5356,2023-08-15,NO2,140530365.17
5357,2023-08-15,NO3,55466480.433
5358,2023-08-15,NO4,65441813.61
5359,2023-08-15,NO5,92513136.392
5360,2023-08-16,NO1,73178898.0
5361,2023-08-16,NO2,158322043.535
5362,2023-08-16,NO3,59425631.381
5363,2023-08-16,NO4,58680038.945
5364,2023-08-16,NO5,77925680.397
5365,2023-08-17,NO1,72864748.808
5366,2023-08-17,NO2,152581323.767
5367,2023-08-17,NO3,57863019.482
5368,2023-08-17,NO4,63862200.062
5369,2023-08-17,NO5,86450025.634
5370,2023-08-18,NO1,74354071.14
5371,2023-08-18,NO2,144217995.414
5372,2023-08-18,NO3,57444653.692999996
5373,2023-08-18,NO4,65682040.95
5374,2023-08-18,NO5,86499916.954
5375,2023-08-19,NO1,75395557.025
5376,2023-08-19,NO2,113606328.167
5377,2023-08-19,NO3,71768817.872
5378,2023-08-19,NO4,47515079.297
5379,2023-08-19,NO5,73844072.653
5380,2023-08-20,NO1,75323065.383
5381,2023-08-20,NO2,126257139.87
5382,2023-08-20,NO3,60807726.941
5383,2023-08-20,NO4,57070107.253
5384,2023-08-20,NO5,81008287.557
5385,2023-08-21,NO1,73200370.994
5386,2023-08-21,NO2,148558677.068
5387,2023-08-21,NO3,62298314.823
5388,2023-08-21,NO4,63631596.761
5389,2023-08-21,NO5,93879682.903
5390,2023-08-22,NO1,72211271.421
5391,2023-08-22,NO2,146412873.649
5392,2023-08-22,NO3,60123409.138
5393,2023-08-22,NO4,60696171.154
5394,2023-08-22,NO5,95632161.964
5395,2023-08-23,NO1,71693763.354
5396,2023-08-23,NO2,152883102.04
5397,2023-08-23,NO3,66595490.135
5398,2023-08-23,NO4,59193823.032
5399,2023-08-23,NO5,98055567.119
5400,2023-08-24,NO1,71507937.027
5401,2023-08-24,NO2,154352297.399
5402,2023-08-24,NO3,67888285.418
5403,2023-08-24,NO4,63927262.82
5404,2023-08-24,NO5,103359356.997
5405,2023-08-25,NO1,74322389.388
5406,2023-08-25,NO2,158504305.127
5407,2023-08-25,NO3,70910652.796
5408,2023-08-25,NO4,67363728.355
5409,2023-08-25,NO5,92021478.618
5410,2023-08-26,NO1,75587787.52
5411,2023-08-26,NO2,137610519.369
5412,2023-08-26,NO3,79184564.554
5413,2023-08-26,NO4,54323228.895
5414,2023-08-26,NO5,77089881.855
5415,2023-08-27,NO1,77110768.696
5416,2023-08-27,NO2,147399196.606
5417,2023-08-27,NO3,76768313.495
5418,2023-08-27,NO4,52649984.786
