,DATE,PRISOMRÅDE,VOLUM_KWH,ANTALL_MÅLEPUNKT
2877,2022-07-29,NO3,61420814.813,12662706.0
2878,2022-07-29,NO4,42750066.255,8014342.0
2879,2022-07-29,NO5,39751626.812,7958496.0
2880,2022-07-30,NO1,49035642.811,31364978.0
2881,2022-07-30,NO2,78878892.714,19357648.0
2882,2022-07-30,NO3,59592712.827,12662640.0
2883,2022-07-30,NO4,41042650.794,8014316.0
2884,2022-07-30,NO5,38913081.421000004,7958496.0
2885,2022-07-31,NO1,49515093.209,31365100.0
2886,2022-07-31,NO2,82285233.472,19357700.0
2887,2022-07-31,NO3,59626745.789,12662672.0
2888,2022-07-31,NO4,40613861.152,8014282.0
2889,2022-07-31,NO5,38985822.124,7958526.0
2890,2022-08-01,NO1,56281055.977,31366294.0
2891,2022-08-01,NO2,81923637.752,19359292.0
2892,2022-08-01,NO3,64159822.902,12663070.0
2893,2022-08-01,NO4,43371771.768,8014412.0
2894,2022-08-01,NO5,40348448.219000004,7958892.0
2895,2022-08-02,NO1,57991383.111,31367482.0
2896,2022-08-02,NO2,85975180.264,19359886.0
2897,2022-08-02,NO3,64247737.233,12663554.0
2898,2022-08-02,NO4,42241282.523,8014634.0
2899,2022-08-02,NO5,40686180.478,7959296.0
2900,2022-08-03,NO1,57957295.307000004,31369312.0
2901,2022-08-03,NO2,84611721.016,19360128.0
2902,2022-08-03,NO3,63805032.418,12663336.0
2903,2022-08-03,NO4,43566813.338,8014668.0
2904,2022-08-03,NO5,40511450.067,7959400.0
2905,2022-08-04,NO1,57810264.081,31370844.0
2906,2022-08-04,NO2,81198443.882,19360114.0
2907,2022-08-04,NO3,64229025.726,12663600.0
2908,2022-08-04,NO4,43413330.111,8014840.0
2909,2022-08-04,NO5,40681185.421000004,7959576.0
2910,2022-08-05,NO1,56825916.589999996,31371226.0
2911,2022-08-05,NO2,81929781.119,19359938.0
2912,2022-08-05,NO3,64429928.307,12663592.0
2913,2022-08-05,NO4,43988592.324,8015278.0
2914,2022-08-05,NO5,40440565.233,7959578.0
2915,2022-08-06,NO1,51948204.543,31371082.0
2916,2022-08-06,NO2,84687835.619,19359680.0
2917,2022-08-06,NO3,63631220.766,12663506.0
2918,2022-08-06,NO4,43668189.636,8015254.0
2919,2022-08-06,NO5,39848201.575,7959600.0
2920,2022-08-07,NO1,52367696.667,31371178.0
2921,2022-08-07,NO2,84163271.509,19359562.0
2922,2022-08-07,NO3,62523749.092,12663546.0
2923,2022-08-07,NO4,43608049.462,8015242.0
2924,2022-08-07,NO5,40096125.008,7959610.0
2925,2022-08-08,NO1,59753518.703,31371084.0
2926,2022-08-08,NO2,84266226.403,19360218.0
2927,2022-08-08,NO3,64993961.723,12663732.0
2928,2022-08-08,NO4,44475168.421000004,8015374.0
2929,2022-08-08,NO5,38581372.54,7959738.0
2930,2022-08-09,NO1,59545259.401,31371828.0
2931,2022-08-09,NO2,84643309.624,19360512.0
2932,2022-08-09,NO3,64118475.825,12663654.0
2933,2022-08-09,NO4,44082640.273,8015620.0
2934,2022-08-09,NO5,37638438.366,7959950.0
2935,2022-08-10,NO1,59758807.429,31372888.0
2936,2022-08-10,NO2,84175088.381,19361606.0
2937,2022-08-10,NO3,61912911.136,12664336.0
2938,2022-08-10,NO4,44714818.463,8015682.0
2939,2022-08-10,NO5,36986931.737,7960124.0
2940,2022-08-11,NO1,59905639.477,31374584.0
2941,2022-08-11,NO2,80113392.021,19362078.0
2942,2022-08-11,NO3,64418665.259,12665384.0
2943,2022-08-11,NO4,45893160.852,8015900.0
2944,2022-08-11,NO5,37195815.475,7960360.0
2945,2022-08-12,NO1,57802047.589,31376794.0
2946,2022-08-12,NO2,77718574.655,19362664.0
2947,2022-08-12,NO3,64302267.822,12666248.0
2948,2022-08-12,NO4,46326330.975999996,8016118.0
2949,2022-08-12,NO5,36790062.676,7960534.0
2950,2022-08-13,NO1,51649114.26,31376904.0
2951,2022-08-13,NO2,76036486.731,19362566.0
2952,2022-08-13,NO3,60462139.816,12666072.0
2953,2022-08-13,NO4,45548680.643,8016092.0
2954,2022-08-13,NO5,34048544.072,7960512.0
2955,2022-08-14,NO1,51402155.425,31376940.0
2956,2022-08-14,NO2,78441772.159,19362546.0
2957,2022-08-14,NO3,60634796.021,12666192.0
2958,2022-08-14,NO4,44333440.751,8016066.0
2959,2022-08-14,NO5,33580846.713,7960518.0
2960,2022-08-15,NO1,60188079.04,31377442.0
2961,2022-08-15,NO2,77027486.139,19363608.0
2962,2022-08-15,NO3,63249537.679,12667638.0
2963,2022-08-15,NO4,44462507.728,8016298.0
2964,2022-08-15,NO5,34576071.968,7960614.0
2965,2022-08-16,NO1,59127902.069,31378826.0
2966,2022-08-16,NO2,75489224.902,19364518.0
2967,2022-08-16,NO3,60536380.418,12669066.0
2968,2022-08-16,NO4,43160389.423,8016690.0
2969,2022-08-16,NO5,34556081.338,7960986.0
2970,2022-08-17,NO1,60787193.872,31381242.0
2971,2022-08-17,NO2,74589348.002,19365850.0
2972,2022-08-17,NO3,63025800.923,12669486.0
2973,2022-08-17,NO4,43299795.196,8016918.0
2974,2022-08-17,NO5,35024953.744,7961500.0
2975,2022-08-18,NO1,60556504.876,31381544.0
2976,2022-08-18,NO2,74431893.069,19366326.0
2977,2022-08-18,NO3,61894700.891,12670376.0
2978,2022-08-18,NO4,42707541.003,8017278.0
2979,2022-08-18,NO5,35417816.057,7962082.0
2980,2022-08-19,NO1,58334185.974,31382702.0
2981,2022-08-19,NO2,75156002.811,19367418.0
2982,2022-08-19,NO3,61216097.455,12670716.0
2983,2022-08-19,NO4,42144777.752,8017614.0
2984,2022-08-19,NO5,35243559.58,7962198.0
2985,2022-08-20,NO1,51651949.241,31382876.0
2986,2022-08-20,NO2,77052047.712,19367074.0
2987,2022-08-20,NO3,59532146.57,12670568.0
2988,2022-08-20,NO4,40082212.629,8017678.0
2989,2022-08-20,NO5,33884192.777,7962262.0
2990,2022-08-21,NO1,52361305.47,31383202.0
2991,2022-08-21,NO2,76959893.088,19366976.0
2992,2022-08-21,NO3,58810130.423,12670424.0
2993,2022-08-21,NO4,39760974.804,8017648.0
2994,2022-08-21,NO5,33831907.93,7962318.0
2995,2022-08-22,NO1,61071925.137,31384506.0
2996,2022-08-22,NO2,75973033.215,19367634.0
2997,2022-08-22,NO3,63514260.854,12670790.0
2998,2022-08-22,NO4,42270945.278,8017592.0
2999,2022-08-22,NO5,34624063.169,7963206.0
3000,2022-08-23,NO1,60752191.496,31386112.0
3001,2022-08-23,NO2,76162007.124,19368196.0
3002,2022-08-23,NO3,62638186.3,12670996.0
3003,2022-08-23,NO4,43432900.948,8017992.0
3004,2022-08-23,NO5,33307984.887,7963614.0
3005,2022-08-24,NO1,61336231.28,31387188.0
3006,2022-08-24,NO2,75934852.132,19369350.0
3007,2022-08-24,NO3,61101317.265,12671604.0
3008,2022-08-24,NO4,42646008.916,8018544.0
3009,2022-08-24,NO5,34264405.786,7964498.0
3010,2022-08-25,NO1,61088510.938,31388514.0
3011,2022-08-25,NO2,76654513.859,19370012.0
3012,2022-08-25,NO3,62503978.307,12672050.0
3013,2022-08-25,NO4,41955779.313,8018824.0
3014,2022-08-25,NO5,34592020.863,7964822.0
3015,2022-08-26,NO1,59507772.931,31390036.0
3016,2022-08-26,NO2,76869430.368,19370730.0
3017,2022-08-26,NO3,64457922.206,12672564.0
3018,2022-08-26,NO4,42725382.707,8018990.0
3019,2022-08-26,NO5,34393703.689,7965250.0
3020,2022-08-27,NO1,52372225.83,31390080.0
3021,2022-08-27,NO2,75216071.739,19370380.0
3022,2022-08-27,NO3,63015009.36,12672162.0
3023,2022-08-27,NO4,43602681.547,8018862.0
3024,2022-08-27,NO5,33117566.901,7965358.0
3025,2022-08-28,NO1,52358034.502,31390334.0
3026,2022-08-28,NO2,79812047.368,19370224.0
3027,2022-08-28,NO3,63609306.656,12672170.0
3028,2022-08-28,NO4,44786714.594,8018700.0
3029,2022-08-28,NO5,32891374.442,7965388.0
3030,2022-08-29,NO1,60559648.894,31393352.0
3031,2022-08-29,NO2,76871786.872,19371106.0
3032,2022-08-29,NO3,66991440.097,12672992.0
3033,2022-08-29,NO4,46860907.632,8019126.0
3034,2022-08-29,NO5,32337374.565,7966038.0
3035,2022-08-30,NO1,60886897.903,31395838.0
3036,2022-08-30,NO2,77743169.308,19373106.0
3037,2022-08-30,NO3,66781529.246,12673112.0
3038,2022-08-30,NO4,47755737.127,8019448.0
3039,2022-08-30,NO5,32367981.904,7966942.0
3040,2022-08-31,NO1,61124515.47,31396682.0
3041,2022-08-31,NO2,79220539.393,19373664.0
3042,2022-08-31,NO3,67156112.809,12673478.0
3043,2022-08-31,NO4,47381294.053,8019366.0
3044,2022-08-31,NO5,34018093.24,7967456.0
3045,2022-09-01,NO1,61687483.882,31403545.0
3046,2022-09-01,NO2,80639293.838,19374782.0
3047,2022-09-01,NO3,67525177.33,12673666.0
3048,2022-09-01,NO4,47443493.707,8019466.0
3049,2022-09-01,NO5,34504413.603,7967570.0
3050,2022-09-02,NO1,61843870.359,31406212.0
3051,2022-09-02,NO2,83309278.168,19375430.0
3052,2022-09-02,NO3,67087256.415,12674024.0
3053,2022-09-02,NO4,46593447.684,8019822.0
3054,2022-09-02,NO5,34403004.587,7967844.0
3055,2022-09-03,NO1,55348613.398,31406266.0
3056,2022-09-03,NO2,79963112.062,19375068.0
3057,2022-09-03,NO3,64114726.864,12673834.0
3058,2022-09-03,NO4,46375755.426,8019616.0
3059,2022-09-03,NO5,33282152.586,7967710.0
3060,2022-09-04,NO1,55676481.696,31406628.0
3061,2022-09-04,NO2,79519461.942,19375286.0
3062,2022-09-04,NO3,62806937.899000004,12673722.0
3063,2022-09-04,NO4,45925833.515,8019548.0
3064,2022-09-04,NO5,33479029.596,7967778.0
3065,2022-09-05,NO1,62286044.04,31409658.0
3066,2022-09-05,NO2,81751030.02,19376326.0
3067,2022-09-05,NO3,66031492.741,12674264.0
3068,2022-09-05,NO4,48009084.543,8019798.0
3069,2022-09-05,NO5,34988979.907,7968828.0
3070,2022-09-06,NO1,62377980.606,31412670.0
3071,2022-09-06,NO2,77838452.126,19377412.0
3072,2022-09-06,NO3,66369194.029,12675206.0
3073,2022-09-06,NO4,48354990.695,8020136.0
3074,2022-09-06,NO5,35080702.053,7969540.0
3075,2022-09-07,NO1,61479935.885,31414720.0
3076,2022-09-07,NO2,77523273.052,19378124.0
3077,2022-09-07,NO3,66092861.891,12675934.0
3078,2022-09-07,NO4,47340604.807,8020220.0
3079,2022-09-07,NO5,34923868.121,7970150.0
3080,2022-09-08,NO1,62696783.145,31416408.0
3081,2022-09-08,NO2,78117661.682,19379788.0
3082,2022-09-08,NO3,64804464.846,12676562.0
3083,2022-09-08,NO4,47094865.495,8020210.0
3084,2022-09-08,NO5,34990553.253,7970626.0
3085,2022-09-09,NO1,62976647.191,31418514.0
3086,2022-09-09,NO2,79204592.521,19381134.0
3087,2022-09-09,NO3,64278927.211,12677748.0
3088,2022-09-09,NO4,47300987.299,8020574.0
3089,2022-09-09,NO5,32207319.793,7971274.0
3090,2022-09-10,NO1,57168959.929,31418446.0
3091,2022-09-10,NO2,73679478.87900001,19380920.0
3092,2022-09-10,NO3,62176630.888,12677610.0
3093,2022-09-10,NO4,46451854.655,8020460.0
3094,2022-09-10,NO5,31033602.447,7971384.0
3095,2022-09-11,NO1,55276925.885,31418518.0
3096,2022-09-11,NO2,72911594.629,19380802.0
3097,2022-09-11,NO3,62447936.629,12677588.0
3098,2022-09-11,NO4,46064718.453,8020462.0
3099,2022-09-11,NO5,31093864.984,7971417.0
3100,2022-09-12,NO1,62915789.526,31419636.0
3101,2022-09-12,NO2,79312955.878,19381524.0
3102,2022-09-12,NO3,66340346.052,12678110.0
3103,2022-09-12,NO4,44635475.335,8021000.0
3104,2022-09-12,NO5,33239587.775,7971804.0
3105,2022-09-13,NO1,64500525.181,31420726.0
3106,2022-09-13,NO2,80624962.905,19382564.0
3107,2022-09-13,NO3,67368838.537,12678580.0
3108,2022-09-13,NO4,45731359.42,8021338.0
3109,2022-09-13,NO5,33333243.859,7972312.0
3110,2022-09-14,NO1,63070942.387,31422754.0
3111,2022-09-14,NO2,80465673.382,19383904.0
3112,2022-09-14,NO3,67717992.069,12679166.0
3113,2022-09-14,NO4,46143098.266,8021204.0
3114,2022-09-14,NO5,33442347.841,7973640.0
3115,2022-09-15,NO1,65237068.697,31425218.0
3116,2022-09-15,NO2,83640631.01,19384732.0
3117,2022-09-15,NO3,69282209.439,12679334.0
3118,2022-09-15,NO4,47050986.438,8021416.0
3119,2022-09-15,NO5,35501175.222,7974572.0
3120,2022-09-16,NO1,63504076.672,31427878.0
3121,2022-09-16,NO2,85173975.318,19386098.0
3122,2022-09-16,NO3,69754027.579,12679482.0
3123,2022-09-16,NO4,46386802.426,8021324.0
3124,2022-09-16,NO5,35142324.627,7974790.0
3125,2022-09-17,NO1,58262537.457,31427870.0
3126,2022-09-17,NO2,86773313.799,19386118.0
3127,2022-09-17,NO3,67448812.127,12679412.0
3128,2022-09-17,NO4,45125511.501,8021282.0
3129,2022-09-17,NO5,34791646.633,7974760.0
3130,2022-09-18,NO1,58631227.97,31428234.0
3131,2022-09-18,NO2,85302170.178,19386190.0
3132,2022-09-18,NO3,66185120.62,12679418.0
3133,2022-09-18,NO4,45389956.479,8021328.0
3134,2022-09-18,NO5,37489022.537,7974704.0
3135,2022-09-19,NO1,66453371.583,31431004.0
3136,2022-09-19,NO2,83335020.607,19387310.0
3137,2022-09-19,NO3,68886927.771,12679970.0
3138,2022-09-19,NO4,47501195.758,8021610.0
3139,2022-09-19,NO5,36655175.854,7975042.0
3140,2022-09-20,NO1,68015439.206,31436058.0
3141,2022-09-20,NO2,79252338.534,19388388.0
3142,2022-09-20,NO3,68210039.51,12680116.0
3143,2022-09-20,NO4,48839324.33,8021838.0
3144,2022-09-20,NO5,36647361.306,7974906.0
3145,2022-09-21,NO1,70132649.618,31436060.0
3146,2022-09-21,NO2,79678611.924,19389906.0
3147,2022-09-21,NO3,69905909.069,12681516.0
3148,2022-09-21,NO4,48688757.055,8022186.0
3149,2022-09-21,NO5,36943947.828999996,7975118.0
3150,2022-09-22,NO1,69981043.865,31437024.0
3151,2022-09-22,NO2,80709137.337,19390712.0
3152,2022-09-22,NO3,69142335.974,12681956.0
3153,2022-09-22,NO4,47637796.269,8022390.0
3154,2022-09-22,NO5,36644060.587,7975324.0
3155,2022-09-23,NO1,67058055.264,31439422.0
3156,2022-09-23,NO2,78867835.323,19391578.0
3157,2022-09-23,NO3,69694510.27,12682440.0
3158,2022-09-23,NO4,47310293.715,8022436.0
3159,2022-09-23,NO5,36636673.297,7975908.0
3160,2022-09-24,NO1,60776970.766,31439694.0
3161,2022-09-24,NO2,76312373.759,19391410.0
3162,2022-09-24,NO3,66872036.156,12682288.0
3163,2022-09-24,NO4,46574927.492,8022212.0
3164,2022-09-24,NO5,36673838.11,7976042.0
3165,2022-09-25,NO1,60900612.286,31440138.0
3166,2022-09-25,NO2,79609461.112,19391354.0
3167,2022-09-25,NO3,67403414.942,12682246.0
3168,2022-09-25,NO4,46129604.978,8022226.0
3169,2022-09-25,NO5,37697248.736,7976094.0
3170,2022-09-26,NO1,71186736.473,31441538.0
3171,2022-09-26,NO2,84870034.919,19392472.0
3172,2022-09-26,NO3,69997132.479,12682850.0
3173,2022-09-26,NO4,48359686.628,8022862.0
3174,2022-09-26,NO5,39776206.525,7976446.0
3175,2022-09-27,NO1,71880183.698,31443232.0
3176,2022-09-27,NO2,83498193.513,19392994.0
3177,2022-09-27,NO3,69023734.824,12683954.0
3178,2022-09-27,NO4,47390621.583000004,8022838.0
3179,2022-09-27,NO5,36489125.902,7976700.0
3180,2022-09-28,NO1,71051838.187,31444270.0
3181,2022-09-28,NO2,80249274.338,19394000.0
3182,2022-09-28,NO3,68001828.265,12684264.0
3183,2022-09-28,NO4,47986990.572,8022850.0
3184,2022-09-28,NO5,34617135.322,7976840.0
3185,2022-09-29,NO1,73330701.199,31445288.0
3186,2022-09-29,NO2,79797443.65799999,19395196.0
3187,2022-09-29,NO3,69239333.012,12684562.0
3188,2022-09-29,NO4,48675920.615,8023258.0
3189,2022-09-29,NO5,35290339.064,7976950.0
3190,2022-09-30,NO1,72484795.259,31448080.0
3191,2022-09-30,NO2,83179631.345,19395712.0
3192,2022-09-30,NO3,69218785.702,12684898.0
3193,2022-09-30,NO4,49408500.335,8023604.0
3194,2022-09-30,NO5,37969529.89,7977184.0
3195,2022-10-01,NO1,66231137.876,31448788.0
3196,2022-10-01,NO2,84831924.443,19395086.0
3197,2022-10-01,NO3,66181440.93,12684468.0
3198,2022-10-01,NO4,49608113.441,8023298.0
3199,2022-10-01,NO5,43411421.515,7977096.0
3200,2022-10-02,NO1,63318090.942,31449012.0
3201,2022-10-02,NO2,84349933.274,19395122.0
3202,2022-10-02,NO3,64974621.056,12684376.0
3203,2022-10-02,NO4,49808974.045,8023366.0
3204,2022-10-02,NO5,41193625.281,7977092.0
3205,2022-10-03,NO1,71602654.532,31451174.0
3206,2022-10-03,NO2,86270073.118,19396878.0
3207,2022-10-03,NO3,69746842.025,12684902.0
3208,2022-10-03,NO4,50284729.605,8023906.0
3209,2022-10-03,NO5,40104358.988,7977096.0
3210,2022-10-04,NO1,74026796.937,31453084.0
3211,2022-10-04,NO2,88862852.861,19398680.0
3212,2022-10-04,NO3,67912469.584,12685902.0
3213,2022-10-04,NO4,50328466.168,8024366.0
3214,2022-10-04,NO5,40394443.221,7977724.0
3215,2022-10-05,NO1,71907305.703,31452160.0
3216,2022-10-05,NO2,90312679.462,19400438.0
3217,2022-10-05,NO3,70518385.055,12686554.0
3218,2022-10-05,NO4,50549257.002,8025352.0
3219,2022-10-05,NO5,47093584.909,7978862.0
3220,2022-10-06,NO1,72805853.663,31453276.0
3221,2022-10-06,NO2,91167998.517,19401476.0
3222,2022-10-06,NO3,73070079.985,12687272.0
3223,2022-10-06,NO4,51023359.197,8025802.0
3224,2022-10-06,NO5,48409440.091,7979284.0
3225,2022-10-07,NO1,71792856.346,31454896.0
3226,2022-10-07,NO2,90960112.029,19402468.0
3227,2022-10-07,NO3,73135731.907,12688144.0
3228,2022-10-07,NO4,50756262.202,8025902.0
3229,2022-10-07,NO5,48058923.141,7979328.0
3230,2022-10-08,NO1,66219776.144,31454818.0
3231,2022-10-08,NO2,87371694.399,19402224.0
3232,2022-10-08,NO3,71463957.659,12688052.0
3233,2022-10-08,NO4,49704342.253,8025782.0
3234,2022-10-08,NO5,46432910.809,7979324.0
3235,2022-10-09,NO1,67216411.341,31455000.0
3236,2022-10-09,NO2,86526704.36400001,19402004.0
3237,2022-10-09,NO3,69627730.301,12688076.0
3238,2022-10-09,NO4,49284948.647,8025702.0
3239,2022-10-09,NO5,45561679.069,7979304.0
3240,2022-10-10,NO1,75068519.342,31455970.0
3241,2022-10-10,NO2,91325757.269,19402578.0
3242,2022-10-10,NO3,71612345.012,12688852.0
3243,2022-10-10,NO4,49760474.731,8026054.0
3244,2022-10-10,NO5,44775230.578,7979642.0
3245,2022-10-11,NO1,77082321.015,31458052.0
3246,2022-10-11,NO2,93134217.112,19403642.0
3247,2022-10-11,NO3,74507309.145,12689186.0
3248,2022-10-11,NO4,50220542.855000004,8026398.0
3249,2022-10-11,NO5,43339187.519,7980526.0
3250,2022-10-12,NO1,80455537.305,31459718.0
3251,2022-10-12,NO2,88828895.886,19404546.0
3252,2022-10-12,NO3,73250405.294,12689529.0
3253,2022-10-12,NO4,51719915.895,8027518.0
3254,2022-10-12,NO5,41014121.804,7981398.0
3255,2022-10-13,NO1,76351714.238,31463238.0
3256,2022-10-13,NO2,86559232.324,19405672.0
3257,2022-10-13,NO3,73105656.814,12690077.0
3258,2022-10-13,NO4,52806968.147,8027514.0
3259,2022-10-13,NO5,40081108.89,7982556.0
3260,2022-10-14,NO1,74538993.094,31465416.0
3261,2022-10-14,NO2,88272750.877,19407150.0
3262,2022-10-14,NO3,74097490.713,12690366.0
3263,2022-10-14,NO4,53343854.268,8027706.0
3264,2022-10-14,NO5,41835672.276,7982948.0
3265,2022-10-15,NO1,66572798.032,31465434.0
3266,2022-10-15,NO2,86541296.603,19406924.0
3267,2022-10-15,NO3,71042847.588,12690164.0
3268,2022-10-15,NO4,51620120.87,8027634.0
3269,2022-10-15,NO5,43319724.769,7982900.0
3270,2022-10-16,NO1,71106167.772,31465702.0
3271,2022-10-16,NO2,87640742.057,19406654.0
3272,2022-10-16,NO3,70451509.87900001,12690150.0
3273,2022-10-16,NO4,50629132.24,8027582.0
3274,2022-10-16,NO5,47026883.955,7982878.0
3275,2022-10-17,NO1,81609518.532,31466636.0
3276,2022-10-17,NO2,94485667.066,19407262.0
3277,2022-10-17,NO3,74471395.74,12690526.0
3278,2022-10-17,NO4,52859462.031,8027696.0
3279,2022-10-17,NO5,42391404.444,7983160.0
3280,2022-10-18,NO1,79144413.383,31468548.0
3281,2022-10-18,NO2,91206117.534,19409426.0
3282,2022-10-18,NO3,74455182.559,12691084.0
3283,2022-10-18,NO4,54030515.866,8027204.0
3284,2022-10-18,NO5,41571115.209,7983646.0
3285,2022-10-19,NO1,84937293.698,31469934.0
3286,2022-10-19,NO2,93284191.544,19410390.0
3287,2022-10-19,NO3,74922257.469,12691718.0
3288,2022-10-19,NO4,53979304.43,8026618.0
3289,2022-10-19,NO5,41660114.597,7984222.0
3290,2022-10-20,NO1,89320771.471,31472280.0
3291,2022-10-20,NO2,94155675.567,19412154.0
3292,2022-10-20,NO3,75370699.835,12692446.0
3293,2022-10-20,NO4,53493829.582,8026494.0
3294,2022-10-20,NO5,44252642.216,7985036.0
3295,2022-10-21,NO1,86947806.794,31474138.0
3296,2022-10-21,NO2,93796554.272,19413390.0
3297,2022-10-21,NO3,75685403.046,12692970.0
3298,2022-10-21,NO4,54859371.322,8026814.0
3299,2022-10-21,NO5,44132738.2,7985520.0
3300,2022-10-22,NO1,78752943.823,31474260.0
3301,2022-10-22,NO2,88914246.029,19413218.0
3302,2022-10-22,NO3,72367249.203,12693176.0
3303,2022-10-22,NO4,53829950.029,8026698.0
3304,2022-10-22,NO5,42117590.245,7985518.0
3305,2022-10-23,NO1,80921854.121,31474522.0
3306,2022-10-23,NO2,87224570.393,19413654.0
3307,2022-10-23,NO3,70524065.561,12693334.0
3308,2022-10-23,NO4,54979032.669,8026644.0
3309,2022-10-23,NO5,46401383.577,7985592.0
3310,2022-10-24,NO1,86964739.873,31476144.0
3311,2022-10-24,NO2,92159496.877,19415402.0
3312,2022-10-24,NO3,72083889.077,12693696.0
3313,2022-10-24,NO4,57414702.174,8026802.0
3314,2022-10-24,NO5,43017401.855,7986760.0
3315,2022-10-25,NO1,82558613.793,31478338.0
3316,2022-10-25,NO2,91530926.156,19416660.0
3317,2022-10-25,NO3,71143535.536,12694258.0
3318,2022-10-25,NO4,57527595.166,8027118.0
3319,2022-10-25,NO5,41860418.238,7988060.0
3320,2022-10-26,NO1,86204287.163,31479384.0
3321,2022-10-26,NO2,90696844.019,19418852.0
3322,2022-10-26,NO3,68883927.726,12694726.0
3323,2022-10-26,NO4,56594237.276,8027484.0
3324,2022-10-26,NO5,41638494.268,7988884.0
3325,2022-10-27,NO1,81146757.666,31481176.0
3326,2022-10-27,NO2,88820766.483,19421305.0
3327,2022-10-27,NO3,70024049.198,12695288.0
3328,2022-10-27,NO4,56350721.338,8027896.0
3329,2022-10-27,NO5,41386312.536,7989780.0
3330,2022-10-28,NO1,77361042.142,31483444.0
3331,2022-10-28,NO2,87123512.453,19422484.0
3332,2022-10-28,NO3,69164821.913,12695875.0
3333,2022-10-28,NO4,54378606.623,8028066.0
3334,2022-10-28,NO5,40752202.486,7990430.0
3335,2022-10-29,NO1,69564785.694,31483226.0
3336,2022-10-29,NO2,83872028.986,19422252.0
3337,2022-10-29,NO3,67755381.771,12695650.0
3338,2022-10-29,NO4,54290761.609,8027994.0
3339,2022-10-29,NO5,44802632.203999996,7990314.0
3340,2022-10-30,NO1,76526148.652,31483327.0
3341,2022-10-30,NO2,85090005.393,19422180.0
3342,2022-10-30,NO3,70014886.034,12695502.0
3343,2022-10-30,NO4,54062096.91,8027938.0
3344,2022-10-30,NO5,41110571.251,7990284.0
3345,2022-10-31,NO1,80165888.823,31485382.0
3346,2022-10-31,NO2,88057799.233,19423671.0
3347,2022-10-31,NO3,71418056.907,12696018.0
3348,2022-10-31,NO4,54967422.534,8028238.0
3349,2022-10-31,NO5,40904265.121,7991153.0
3350,2022-11-01,NO1,81862648.318,31491001.0
3351,2022-11-01,NO2,89146933.38,19426301.0
3352,2022-11-01,NO3,71751950.134,12702548.0
3353,2022-11-01,NO4,54100714.741000004,8029854.0
3354,2022-11-01,NO5,44118492.863,7992123.0
3355,2022-11-02,NO1,81177988.068,31494441.0
3356,2022-11-02,NO2,90272046.055,19428139.0
3357,2022-11-02,NO3,69351987.829,12703584.0
3358,2022-11-02,NO4,53812852.876,8030007.0
3359,2022-11-02,NO5,45003340.611,7992801.0
3360,2022-11-03,NO1,83133049.809,31496926.0
3361,2022-11-03,NO2,90961244.093,19429728.0
3362,2022-11-03,NO3,71499183.12,12704148.0
3363,2022-11-03,NO4,54492267.0,8030359.0
3364,2022-11-03,NO5,43244657.241,7994124.0
3365,2022-11-04,NO1,82082516.071,31498525.0
3366,2022-11-04,NO2,91559604.99,19430822.0
3367,2022-11-04,NO3,71499376.589,12704416.0
3368,2022-11-04,NO4,54761975.113,8030518.0
3369,2022-11-04,NO5,42681260.477,7994397.0
3370,2022-11-05,NO1,76498356.081,31498275.0
3371,2022-11-05,NO2,87927174.864,19430587.0
3372,2022-11-05,NO3,69568967.099,12704231.0
3373,2022-11-05,NO4,53192193.032,8030467.0
3374,2022-11-05,NO5,43940467.432000004,7994327.0
3375,2022-11-06,NO1,78675444.065,31498443.0
3376,2022-11-06,NO2,87279560.624,19430500.0
3377,2022-11-06,NO3,71531537.921,12704249.0
3378,2022-11-06,NO4,53109719.507,8030366.0
3379,2022-11-06,NO5,43908268.144,7994334.0
3380,2022-11-07,NO1,87273057.368,31500890.0
3381,2022-11-07,NO2,93041978.399,19431207.0
3382,2022-11-07,NO3,77734062.547,12705232.0
3383,2022-11-07,NO4,54189576.171000004,8030702.0
3384,2022-11-07,NO5,45655118.378,7995057.0
3385,2022-11-08,NO1,88817992.891,31504900.0
3386,2022-11-08,NO2,92855411.977,19432705.0
3387,2022-11-08,NO3,77273716.126,12706148.0
3388,2022-11-08,NO4,55373048.904,8031033.0
3389,2022-11-08,NO5,44673816.089,7995843.0
3390,2022-11-09,NO1,82472820.153,31507250.0
3391,2022-11-09,NO2,91873659.655,19433876.0
3392,2022-11-09,NO3,75138909.696,12706085.0
3393,2022-11-09,NO4,56460699.405,8031250.0
3394,2022-11-09,NO5,42582985.095,7996521.0
3395,2022-11-10,NO1,86736466.875,31508534.0
3396,2022-11-10,NO2,92698685.049,19435006.0
3397,2022-11-10,NO3,75776566.183,12706771.0
3398,2022-11-10,NO4,58778000.348,8031484.0
3399,2022-11-10,NO5,42307206.878,7997883.0
3400,2022-11-11,NO1,79173453.052,31511614.0
3401,2022-11-11,NO2,89718801.847,19437708.0
3402,2022-11-11,NO3,74323491.545,12707206.0
3403,2022-11-11,NO4,57644277.794,8031567.0
3404,2022-11-11,NO5,44879674.059,7999057.0
3405,2022-11-12,NO1,72154430.303,31511572.0
3406,2022-11-12,NO2,85635346.307,19437417.0
3407,2022-11-12,NO3,71298497.249,12707161.0
3408,2022-11-12,NO4,55663469.692,8031357.0
3409,2022-11-12,NO5,45692745.255,7999080.0
3410,2022-11-13,NO1,77182766.597,31511754.0
3411,2022-11-13,NO2,86276618.626,19437120.0
