,DATE,PRISOMRÅDE,VOLUM_KWH,ANTALL_MÅLEPUNKT
1341,2021-09-25,NO2,84921678.47399999,19164702.0
1342,2021-09-25,NO3,67923354.931,12544436.0
1343,2021-09-25,NO4,41152646.05,7966836.0
1344,2021-09-25,NO5,38573772.437,7797922.0
1345,2021-09-26,NO1,67972772.513,30988362.0
1346,2021-09-26,NO2,83314192.415,19164628.0
1347,2021-09-26,NO3,65603791.573,12544454.0
1348,2021-09-26,NO4,40956908.787,7966746.0
1349,2021-09-26,NO5,37020210.541,7798036.0
1350,2021-09-27,NO1,76798648.161,30991364.0
1351,2021-09-27,NO2,87972556.106,19166062.0
1352,2021-09-27,NO3,67465382.442,12545172.0
1353,2021-09-27,NO4,39824034.122,7967248.0
1354,2021-09-27,NO5,37370306.108,7798144.0
1355,2021-09-28,NO1,74950482.775,30993228.0
1356,2021-09-28,NO2,86451787.416,19166936.0
1357,2021-09-28,NO3,67578439.321,12545608.0
1358,2021-09-28,NO4,39729039.6,7967720.0
1359,2021-09-28,NO5,37946947.006,7798908.0
1360,2021-09-29,NO1,77361282.028,30993976.0
1361,2021-09-29,NO2,87501291.957,19168136.0
1362,2021-09-29,NO3,67129276.356,12546083.0
1363,2021-09-29,NO4,41257086.788,7967914.0
1364,2021-09-29,NO5,38732627.045,7799624.0
1365,2021-09-30,NO1,79746920.424,30995180.0
1366,2021-09-30,NO2,88949025.898,19168890.0
1367,2021-09-30,NO3,67292185.874,12546504.0
1368,2021-09-30,NO4,42405328.294,7968046.0
1369,2021-09-30,NO5,39642998.42,7800270.0
1370,2021-10-01,NO1,78712531.017,30997784.0
1371,2021-10-01,NO2,89515003.131,19170372.0
1372,2021-10-01,NO3,67356524.816,12547018.0
1373,2021-10-01,NO4,42676690.058,7968278.0
1374,2021-10-01,NO5,40922851.647,7800594.0
1375,2021-10-02,NO1,70333838.678,30997890.0
1376,2021-10-02,NO2,85636415.229,19169984.0
1377,2021-10-02,NO3,65256938.495,12546856.0
1378,2021-10-02,NO4,39853066.161,7968162.0
1379,2021-10-02,NO5,40117461.296000004,7800528.0
1380,2021-10-03,NO1,70731661.699,30998177.0
1381,2021-10-03,NO2,84192524.692,19170130.0
1382,2021-10-03,NO3,63992306.592,12546816.0
1383,2021-10-03,NO4,39045026.749,7968118.0
1384,2021-10-03,NO5,42797161.304,7800576.0
1385,2021-10-04,NO1,77369244.345,30999466.0
1386,2021-10-04,NO2,87968007.871,19170838.0
1387,2021-10-04,NO3,66092721.515,12547400.0
1388,2021-10-04,NO4,40545160.96,7968398.0
1389,2021-10-04,NO5,41272566.717,7801172.0
1390,2021-10-05,NO1,77265644.582,31001816.0
1391,2021-10-05,NO2,89115868.911,19171658.0
1392,2021-10-05,NO3,67079785.939,12548044.0
1393,2021-10-05,NO4,40666804.489,7968822.0
1394,2021-10-05,NO5,40723985.668,7801976.0
1395,2021-10-06,NO1,79969553.743,31003312.0
1396,2021-10-06,NO2,90319385.053,19172246.0
1397,2021-10-06,NO3,66197930.72,12548440.0
1398,2021-10-06,NO4,41939118.141,7968922.0
1399,2021-10-06,NO5,40261015.506,7802614.0
1400,2021-10-07,NO1,79733929.731,31004646.0
1401,2021-10-07,NO2,91878416.48,19172728.0
1402,2021-10-07,NO3,68558678.299,12549438.0
1403,2021-10-07,NO4,43162932.793,7969384.0
1404,2021-10-07,NO5,41059463.662,7802898.0
1405,2021-10-08,NO1,76445050.663,31008678.0
1406,2021-10-08,NO2,88942713.12,19173410.0
1407,2021-10-08,NO3,67532534.664,12549762.0
1408,2021-10-08,NO4,42559398.768,7970346.0
1409,2021-10-08,NO5,40537491.395,7803398.0
1410,2021-10-09,NO1,68728427.063,31008748.0
1411,2021-10-09,NO2,84208272.043,19173160.0
1412,2021-10-09,NO3,64270292.888000004,12549688.0
1413,2021-10-09,NO4,40100875.757,7970276.0
1414,2021-10-09,NO5,39206763.539,7803818.0
1415,2021-10-10,NO1,71909199.3,31009028.0
1416,2021-10-10,NO2,84960087.077,19173286.0
1417,2021-10-10,NO3,64761517.585,12549632.0
1418,2021-10-10,NO4,39089724.23,7970264.0
1419,2021-10-10,NO5,39337916.239,7803876.0
1420,2021-10-11,NO1,84714764.942,31011794.0
1421,2021-10-11,NO2,93766909.30499999,19175778.0
1422,2021-10-11,NO3,70711230.928,12550004.0
1423,2021-10-11,NO4,42592340.167,7970636.0
1424,2021-10-11,NO5,42435461.446,7804348.0
1425,2021-10-12,NO1,88767866.061,31013836.0
1426,2021-10-12,NO2,95968124.817,19177396.0
1427,2021-10-12,NO3,73118949.796,12550244.0
1428,2021-10-12,NO4,43906915.397,7970878.0
1429,2021-10-12,NO5,43278238.3,7805220.0
1430,2021-10-13,NO1,91917018.698,31015934.0
1431,2021-10-13,NO2,98477699.84200001,19178564.0
1432,2021-10-13,NO3,73528881.815,12550520.0
1433,2021-10-13,NO4,46086971.179,7971160.0
1434,2021-10-13,NO5,44583951.365,7805684.0
1435,2021-10-14,NO1,88549052.962,31018536.0
1436,2021-10-14,NO2,95506947.194,19179356.0
1437,2021-10-14,NO3,73347599.93,12551176.0
1438,2021-10-14,NO4,47978530.064,7971644.0
1439,2021-10-14,NO5,43415825.989,7806476.0
1440,2021-10-15,NO1,86679784.578,31022242.0
1441,2021-10-15,NO2,96219197.781,19179824.0
1442,2021-10-15,NO3,76090506.204,12551592.0
1443,2021-10-15,NO4,48792860.652,7972118.0
1444,2021-10-15,NO5,44902091.566,7806974.0
1445,2021-10-16,NO1,83618647.104,31022366.0
1446,2021-10-16,NO2,93374570.358,19179636.0
1447,2021-10-16,NO3,73915936.142,12551328.0
1448,2021-10-16,NO4,47117865.626,7971994.0
1449,2021-10-16,NO5,43731363.679,7807120.0
1450,2021-10-17,NO1,86310047.113,31022558.0
1451,2021-10-17,NO2,93308669.439,19179584.0
1452,2021-10-17,NO3,73494702.62900001,12551368.0
1453,2021-10-17,NO4,46893819.624,7971878.0
1454,2021-10-17,NO5,43334179.159,7807102.0
1455,2021-10-18,NO1,98654223.096,31023118.0
1456,2021-10-18,NO2,101273959.163,19180540.0
1457,2021-10-18,NO3,77025367.589,12551872.0
1458,2021-10-18,NO4,51263124.404,7972330.0
1459,2021-10-18,NO5,46020660.268,7808048.0
1460,2021-10-19,NO1,100095848.086,31024812.0
1461,2021-10-19,NO2,99761252.854,19181460.0
1462,2021-10-19,NO3,76648114.105,12552614.0
1463,2021-10-19,NO4,53081925.81,7972726.0
1464,2021-10-19,NO5,44538614.947,7810142.0
1465,2021-10-20,NO1,92303495.404,31026466.0
1466,2021-10-20,NO2,95596868.998,19182454.0
1467,2021-10-20,NO3,74535792.057,12553082.0
1468,2021-10-20,NO4,53966140.019,7973006.0
1469,2021-10-20,NO5,44501504.562,7812084.0
1470,2021-10-21,NO1,89864170.968,31028862.0
1471,2021-10-21,NO2,100123475.264,19183294.0
1472,2021-10-21,NO3,78619251.34,12553668.0
1473,2021-10-21,NO4,52334001.179,7973458.0
1474,2021-10-21,NO5,45942000.33,7814366.0
1475,2021-10-22,NO1,92159968.931,31030780.0
1476,2021-10-22,NO2,102811015.697,19184054.0
1477,2021-10-22,NO3,78531346.437,12554050.0
1478,2021-10-22,NO4,52616054.164,7973824.0
1479,2021-10-22,NO5,46026335.871,7814790.0
1480,2021-10-23,NO1,86080256.728,31030830.0
1481,2021-10-23,NO2,97327892.758,19183914.0
1482,2021-10-23,NO3,73893687.23,12553886.0
1483,2021-10-23,NO4,51297057.934,7973732.0
1484,2021-10-23,NO5,44052350.078,7814852.0
1485,2021-10-24,NO1,82179905.37,31031150.0
1486,2021-10-24,NO2,93680842.67999999,19183648.0
1487,2021-10-24,NO3,71628719.006,12553844.0
1488,2021-10-24,NO4,50584326.656,7973718.0
1489,2021-10-24,NO5,42974027.614,7814840.0
1490,2021-10-25,NO1,87407364.791,31034030.0
1491,2021-10-25,NO2,96890850.728,19184408.0
1492,2021-10-25,NO3,72875684.719,12554658.0
1493,2021-10-25,NO4,52678016.028,7974102.0
1494,2021-10-25,NO5,43656624.359,7815284.0
1495,2021-10-26,NO1,89215861.039,31035172.0
1496,2021-10-26,NO2,98856187.127,19185148.0
1497,2021-10-26,NO3,74045830.738,12555452.0
1498,2021-10-26,NO4,51635874.423,7974714.0
1499,2021-10-26,NO5,44736095.054,7816380.0
1500,2021-10-27,NO1,85619668.376,31037368.0
1501,2021-10-27,NO2,98681414.483,19186590.0
1502,2021-10-27,NO3,73982831.388,12556360.0
1503,2021-10-27,NO4,52353234.797,7974944.0
1504,2021-10-27,NO5,45427801.405,7817410.0
1505,2021-10-28,NO1,84627494.504,31037996.0
1506,2021-10-28,NO2,100294394.519,19187538.0
1507,2021-10-28,NO3,72974845.008,12558242.0
1508,2021-10-28,NO4,50898912.055,7975320.0
1509,2021-10-28,NO5,45188300.475,7818606.0
1510,2021-10-29,NO1,82375527.395,31040076.0
1511,2021-10-29,NO2,98266384.823,19188494.0
1512,2021-10-29,NO3,72311156.295,12559576.0
1513,2021-10-29,NO4,49405182.912,7975572.0
1514,2021-10-29,NO5,44683423.448,7818922.0
1515,2021-10-30,NO1,75405565.852,31040226.0
1516,2021-10-30,NO2,96449906.441,19188098.0
1517,2021-10-30,NO3,69246227.555,12559478.0
1518,2021-10-30,NO4,48040147.455,7975430.0
1519,2021-10-30,NO5,43381970.286,7818766.0
1520,2021-10-31,NO1,75761400.628,31040569.0
1521,2021-10-31,NO2,98800245.574,19187667.0
1522,2021-10-31,NO3,69001452.331,12559427.0
1523,2021-10-31,NO4,47462355.666,7975337.0
1524,2021-10-31,NO5,43403635.474,7818718.0
1525,2021-11-01,NO1,86112942.674,31044019.0
1526,2021-11-01,NO2,98860224.62,19183353.0
1527,2021-11-01,NO3,71534844.383,12560812.0
1528,2021-11-01,NO4,49048644.448,7975760.0
1529,2021-11-01,NO5,45406727.151,7818173.0
1530,2021-11-02,NO1,87588627.443,31046800.0
1531,2021-11-02,NO2,98108731.562,19184159.0
1532,2021-11-02,NO3,69635479.638,12561489.0
1533,2021-11-02,NO4,47613385.874,7976507.0
1534,2021-11-02,NO5,44526291.85,7819432.0
1535,2021-11-03,NO1,90836029.001,31050065.0
1536,2021-11-03,NO2,101035410.32699999,19185298.0
1537,2021-11-03,NO3,73684794.362,12562263.0
1538,2021-11-03,NO4,48299456.006,7976777.0
1539,2021-11-03,NO5,45240181.422,7820385.0
1540,2021-11-04,NO1,96670937.178,31053351.0
1541,2021-11-04,NO2,103102193.013,19186744.0
1542,2021-11-04,NO3,76555897.504,12562620.0
1543,2021-11-04,NO4,49398013.155,7977183.0
1544,2021-11-04,NO5,45150541.617,7821169.0
1545,2021-11-05,NO1,102034831.752,31056461.0
1546,2021-11-05,NO2,102095633.719,19189311.0
1547,2021-11-05,NO3,77318456.562,12562893.0
1548,2021-11-05,NO4,50143599.701,7977523.0
1549,2021-11-05,NO5,45207597.776,7821739.0
1550,2021-11-06,NO1,94522985.382,31056579.0
1551,2021-11-06,NO2,98717666.134,19189099.0
1552,2021-11-06,NO3,76288979.896,12562820.0
1553,2021-11-06,NO4,49398405.45,7977405.0
1554,2021-11-06,NO5,45847196.512,7821626.0
1555,2021-11-07,NO1,94171197.38599999,31056710.0
1556,2021-11-07,NO2,100545247.493,19189078.0
1557,2021-11-07,NO3,77246257.881,12562765.0
1558,2021-11-07,NO4,50577166.966,7977362.0
1559,2021-11-07,NO5,45127305.476,7821704.0
1560,2021-11-08,NO1,105237657.79100001,31058200.0
1561,2021-11-08,NO2,104287926.428,19191300.0
1562,2021-11-08,NO3,82763187.16,12563638.0
1563,2021-11-08,NO4,55441652.783,7977989.0
1564,2021-11-08,NO5,45653864.484,7822459.0
1565,2021-11-09,NO1,101225768.187,31059741.0
1566,2021-11-09,NO2,101964686.195,19192721.0
1567,2021-11-09,NO3,79081222.736,12564209.0
1568,2021-11-09,NO4,54977549.106,7978668.0
1569,2021-11-09,NO5,45323563.057000004,7822956.0
1570,2021-11-10,NO1,95676998.205,31061430.0
1571,2021-11-10,NO2,101140182.582,19193722.0
1572,2021-11-10,NO3,77229999.13,12565724.0
1573,2021-11-10,NO4,51858566.776,7978961.0
1574,2021-11-10,NO5,44899468.432,7824387.0
1575,2021-11-11,NO1,100602168.651,31063970.0
1576,2021-11-11,NO2,103607498.881,19195095.0
1577,2021-11-11,NO3,79309163.051,12566239.0
1578,2021-11-11,NO4,51991339.257,7979366.0
1579,2021-11-11,NO5,45634544.075,7825600.0
1580,2021-11-12,NO1,105148330.763,31068439.0
1581,2021-11-12,NO2,105018181.418,19195982.0
1582,2021-11-12,NO3,80283346.67,12567497.0
1583,2021-11-12,NO4,52569902.16,7979680.0
1584,2021-11-12,NO5,46275574.292,7826513.0
1585,2021-11-13,NO1,96975941.634,31068603.0
1586,2021-11-13,NO2,99226365.959,19195732.0
1587,2021-11-13,NO3,78665612.054,12567335.0
1588,2021-11-13,NO4,52287658.408,7979492.0
1589,2021-11-13,NO5,44690549.546000004,7826351.0
1590,2021-11-14,NO1,100716087.022,31068828.0
1591,2021-11-14,NO2,99984851.989,19195308.0
1592,2021-11-14,NO3,78873870.177,12567354.0
1593,2021-11-14,NO4,52058834.28,7979424.0
1594,2021-11-14,NO5,45562208.232,7826339.0
1595,2021-11-15,NO1,106781865.283,31072595.0
1596,2021-11-15,NO2,103686089.956,19196168.0
1597,2021-11-15,NO3,81539238.981,12568339.0
1598,2021-11-15,NO4,53107655.199,7979988.0
1599,2021-11-15,NO5,46527954.695,7826636.0
1600,2021-11-16,NO1,99154622.907,31076796.0
1601,2021-11-16,NO2,100639438.714,19196939.0
1602,2021-11-16,NO3,78645531.387,12568792.0
1603,2021-11-16,NO4,51103756.629,7980276.0
1604,2021-11-16,NO5,45048639.985,7827709.0
1605,2021-11-17,NO1,99569662.379,31078918.0
1606,2021-11-17,NO2,103025214.65100001,19197819.0
1607,2021-11-17,NO3,78417050.962,12569204.0
1608,2021-11-17,NO4,51065573.919,7980566.0
1609,2021-11-17,NO5,46645911.073,7829192.0
1610,2021-11-18,NO1,108365952.781,31083471.0
1611,2021-11-18,NO2,105483537.229,19199602.0
1612,2021-11-18,NO3,81585868.565,12570239.0
1613,2021-11-18,NO4,52598148.047,7980886.0
1614,2021-11-18,NO5,46798179.055,7831067.0
1615,2021-11-19,NO1,97401381.621,31087679.0
1616,2021-11-19,NO2,101105739.342,19200921.0
1617,2021-11-19,NO3,80021552.749,12570757.0
1618,2021-11-19,NO4,53285541.414,7980848.0
1619,2021-11-19,NO5,45477619.785,7831873.0
1620,2021-11-20,NO1,92983857.039,31087654.0
1621,2021-11-20,NO2,98971701.196,19200565.0
1622,2021-11-20,NO3,77384264.74,12570504.0
1623,2021-11-20,NO4,52062865.56,7980715.0
1624,2021-11-20,NO5,45204125.35,7831896.0
1625,2021-11-21,NO1,99471962.293,31087716.0
1626,2021-11-21,NO2,101481164.855,19200407.0
1627,2021-11-21,NO3,77560993.93699999,12570555.0
1628,2021-11-21,NO4,53096941.692999996,7980612.0
1629,2021-11-21,NO5,46833698.777,7831918.0
1630,2021-11-22,NO1,115724962.518,31090388.0
1631,2021-11-22,NO2,110001673.343,19202669.0
1632,2021-11-22,NO3,82594028.44500001,12571745.0
1633,2021-11-22,NO4,57510305.945,7980906.0
1634,2021-11-22,NO5,48283257.839,7832473.0
1635,2021-11-23,NO1,114915572.744,31094814.0
1636,2021-11-23,NO2,107217129.027,19204493.0
1637,2021-11-23,NO3,80874355.626,12572148.0
1638,2021-11-23,NO4,56260954.482,7981337.0
1639,2021-11-23,NO5,47030525.686,7833675.0
1640,2021-11-24,NO1,107683950.462,31097239.0
1641,2021-11-24,NO2,105317803.477,19205780.0
1642,2021-11-24,NO3,79450484.03,12572455.0
1643,2021-11-24,NO4,57811781.589,7981750.0
1644,2021-11-24,NO5,47017904.305,7835429.0
1645,2021-11-25,NO1,114355212.658,31099136.0
1646,2021-11-25,NO2,111309657.25,19207374.0
1647,2021-11-25,NO3,84512179.536,12573202.0
1648,2021-11-25,NO4,59970234.145,7982287.0
1649,2021-11-25,NO5,49460818.305,7836146.0
1650,2021-11-26,NO1,123656437.267,31100979.0
1651,2021-11-26,NO2,115091046.993,19208052.0
1652,2021-11-26,NO3,85517898.008,12573973.0
1653,2021-11-26,NO4,60180433.111,7982993.0
1654,2021-11-26,NO5,50988249.784,7837300.0
1655,2021-11-27,NO1,118854704.631,31101063.0
1656,2021-11-27,NO2,112808415.755,19207767.0
1657,2021-11-27,NO3,85741812.71700001,12573721.0
1658,2021-11-27,NO4,59576822.738,7982825.0
1659,2021-11-27,NO5,50011602.608,7837392.0
1660,2021-11-28,NO1,117447880.327,31101570.0
1661,2021-11-28,NO2,115233444.246,19207617.0
1662,2021-11-28,NO3,88296477.505,12573775.0
1663,2021-11-28,NO4,59120840.585,7982674.0
1664,2021-11-28,NO5,51249512.611,7837444.0
1665,2021-11-29,NO1,134305208.313,31105438.0
1666,2021-11-29,NO2,123698893.756,19208982.0
1667,2021-11-29,NO3,91412010.154,12574514.0
1668,2021-11-29,NO4,61496189.439,7982918.0
1669,2021-11-29,NO5,54123856.827,7838702.0
1670,2021-11-30,NO1,137805566.816,31108794.0
1671,2021-11-30,NO2,120780699.119,19210266.0
1672,2021-11-30,NO3,88355763.744,12575140.0
1673,2021-11-30,NO4,60941047.473,7983256.0
1674,2021-11-30,NO5,53076426.82,7840192.0
1675,2021-12-01,NO1,145987480.796,31110976.0
1676,2021-12-01,NO2,125211234.495,19211283.0
1677,2021-12-01,NO3,88487779.404,12575831.0
1678,2021-12-01,NO4,61600375.674,7983635.0
1679,2021-12-01,NO5,54455420.409,7841705.0
1680,2021-12-02,NO1,142801473.004,31113625.0
1681,2021-12-02,NO2,125707993.289,19212504.0
1682,2021-12-02,NO3,90845928.044,12576930.0
1683,2021-12-02,NO4,59495752.869,7983905.0
1684,2021-12-02,NO5,54777771.019,7842692.0
1685,2021-12-03,NO1,145505925.187,31115319.0
1686,2021-12-03,NO2,125820310.452,19213596.0
1687,2021-12-03,NO3,94065496.299,12577333.0
1688,2021-12-03,NO4,60480936.057000004,7984290.0
1689,2021-12-03,NO5,53892728.261,7843411.0
1690,2021-12-04,NO1,132879923.465,31115664.0
1691,2021-12-04,NO2,119702047.605,19213313.0
1692,2021-12-04,NO3,88584011.79800001,12577072.0
1693,2021-12-04,NO4,59387387.588,7984172.0
1694,2021-12-04,NO5,51214478.262,7843292.0
1695,2021-12-05,NO1,131239580.803,31115817.0
1696,2021-12-05,NO2,119241474.315,19213195.0
1697,2021-12-05,NO3,86656862.632,12576919.0
1698,2021-12-05,NO4,60238119.552999996,7984094.0
1699,2021-12-05,NO5,50818775.487,7843217.0
1700,2021-12-06,NO1,147121621.104,31119491.0
1701,2021-12-06,NO2,128180831.736,19214222.0
1702,2021-12-06,NO3,92442328.093,12577679.0
1703,2021-12-06,NO4,63841712.623,7984446.0
1704,2021-12-06,NO5,53417904.657,7843618.0
1705,2021-12-07,NO1,147456085.539,31123205.0
1706,2021-12-07,NO2,126092384.244,19215141.0
1707,2021-12-07,NO3,90407842.742,12578834.0
1708,2021-12-07,NO4,63451104.725,7985166.0
1709,2021-12-07,NO5,51914201.352,7843865.0
1710,2021-12-08,NO1,140345657.305,31126707.0
1711,2021-12-08,NO2,123244226.688,19216234.0
1712,2021-12-08,NO3,91343926.005,12580609.0
1713,2021-12-08,NO4,63239461.193,7985877.0
1714,2021-12-08,NO5,49013915.949,7844293.0
1715,2021-12-09,NO1,132901132.027,31128549.0
1716,2021-12-09,NO2,119609584.551,19217631.0
1717,2021-12-09,NO3,89242395.042,12582309.0
1718,2021-12-09,NO4,61650439.122,7986370.0
1719,2021-12-09,NO5,51503572.061,7845162.0
1720,2021-12-10,NO1,126719043.087,31131237.0
1721,2021-12-10,NO2,118075484.586,19219069.0
1722,2021-12-10,NO3,87802489.302,12582791.0
1723,2021-12-10,NO4,59219317.033,7986595.0
1724,2021-12-10,NO5,50628436.074,7845580.0
1725,2021-12-11,NO1,112379586.211,31131174.0
1726,2021-12-11,NO2,114264819.42300001,19218802.0
1727,2021-12-11,NO3,84798409.708,12582765.0
1728,2021-12-11,NO4,56413917.812,7986480.0
1729,2021-12-11,NO5,50053017.667,7845671.0
1730,2021-12-12,NO1,110378655.631,31131400.0
1731,2021-12-12,NO2,109397718.372,19218567.0
1732,2021-12-12,NO3,81360343.402,12582766.0
1733,2021-12-12,NO4,54175931.241,7986500.0
1734,2021-12-12,NO5,48035380.342,7845658.0
1735,2021-12-13,NO1,116736934.433,31133479.0
1736,2021-12-13,NO2,113580012.918,19220646.0
1737,2021-12-13,NO3,83612103.723,12584416.0
1738,2021-12-13,NO4,55288695.929,7986974.0
1739,2021-12-13,NO5,48089275.866,7845909.0
1740,2021-12-14,NO1,115623148.512,31134874.0
1741,2021-12-14,NO2,112374320.15,19222506.0
1742,2021-12-14,NO3,83601912.139,12585364.0
1743,2021-12-14,NO4,54204621.036,7987347.0
1744,2021-12-14,NO5,48407145.738,7846408.0
1745,2021-12-15,NO1,112556388.25,31137971.0
1746,2021-12-15,NO2,109421807.948,19224076.0
1747,2021-12-15,NO3,81067720.799,12586036.0
1748,2021-12-15,NO4,53998511.046000004,7988520.0
1749,2021-12-15,NO5,47118019.724,7846791.0
1750,2021-12-16,NO1,112196207.37,31140529.0
1751,2021-12-16,NO2,110055840.731,19225356.0
1752,2021-12-16,NO3,80878943.907,12586681.0
1753,2021-12-16,NO4,53599934.185,7988546.0
1754,2021-12-16,NO5,47464033.161,7847151.0
1755,2021-12-17,NO1,115244730.708,31142758.0
1756,2021-12-17,NO2,110268539.442,19227265.0
1757,2021-12-17,NO3,79395000.374,12586696.0
1758,2021-12-17,NO4,53264847.945,7989140.0
1759,2021-12-17,NO5,46710521.789,7847496.0
1760,2021-12-18,NO1,105816664.605,31142710.0
1761,2021-12-18,NO2,104794912.965,19226731.0
1762,2021-12-18,NO3,76115568.898,12586508.0
1763,2021-12-18,NO4,50967248.145,7989047.0
1764,2021-12-18,NO5,45025538.746,7847497.0
1765,2021-12-19,NO1,105244228.17199999,31142795.0
1766,2021-12-19,NO2,106214909.897,19226657.0
1767,2021-12-19,NO3,79047182.566,12586435.0
1768,2021-12-19,NO4,51358391.932000004,7989040.0
1769,2021-12-19,NO5,46874120.256,7849285.0
1770,2021-12-20,NO1,115424253.638,31145905.0
1771,2021-12-20,NO2,116953897.958,19227640.0
1772,2021-12-20,NO3,82517070.736,12586914.0
1773,2021-12-20,NO4,57383689.864,7989422.0
1774,2021-12-20,NO5,50955475.609,7889898.0
1775,2021-12-21,NO1,122129959.208,31147824.0
1776,2021-12-21,NO2,118780689.021,19228619.0
1777,2021-12-21,NO3,83848381.054,12587914.0
1778,2021-12-21,NO4,59196021.247,7989753.0
1779,2021-12-21,NO5,51053041.391,7890326.0
1780,2021-12-22,NO1,119740748.315,31152458.0
1781,2021-12-22,NO2,117281055.405,19229988.0
1782,2021-12-22,NO3,85419235.911,12588707.0
1783,2021-12-22,NO4,60438062.983,7989966.0
1784,2021-12-22,NO5,50405159.338,7890661.0
1785,2021-12-23,NO1,118968788.223,31154298.0
1786,2021-12-23,NO2,116001184.475,19230251.0
1787,2021-12-23,NO3,86526793.695,12588956.0
1788,2021-12-23,NO4,59330929.183,7990102.0
1789,2021-12-23,NO5,50929600.396,7890957.0
1790,2021-12-24,NO1,123627551.224,31154158.0
1791,2021-12-24,NO2,117774664.284,19229949.0
1792,2021-12-24,NO3,84479398.625,12588855.0
1793,2021-12-24,NO4,56635261.125,7990055.0
1794,2021-12-24,NO5,51652894.622,7890887.0
1795,2021-12-25,NO1,121565331.819,31154113.0
1796,2021-12-25,NO2,117500917.426,19229880.0
1797,2021-12-25,NO3,78887095.115,12588644.0
1798,2021-12-25,NO4,54734683.339,7990032.0
1799,2021-12-25,NO5,51011288.425,7890864.0
1800,2021-12-26,NO1,121919157.333,31154120.0
1801,2021-12-26,NO2,119380614.131,19229888.0
1802,2021-12-26,NO3,77585986.288,12588550.0
1803,2021-12-26,NO4,56102124.19,7990031.0
1804,2021-12-26,NO5,50904664.165,7890876.0
1805,2021-12-27,NO1,136234006.195,31153737.0
1806,2021-12-27,NO2,123989044.815,19230075.0
1807,2021-12-27,NO3,85725512.254,12588508.0
1808,2021-12-27,NO4,59410462.244,7990007.0
1809,2021-12-27,NO5,53524162.45,7891151.0
1810,2021-12-28,NO1,132342073.336,31153395.0
1811,2021-12-28,NO2,118093637.205,19230153.0
1812,2021-12-28,NO3,87728922.895,12588602.0
1813,2021-12-28,NO4,59992700.084,7989981.0
1814,2021-12-28,NO5,52245696.427,7891134.0
1815,2021-12-29,NO1,132483712.316,31153461.0
1816,2021-12-29,NO2,116250092.328,19230364.0
1817,2021-12-29,NO3,86579075.85,12588642.0
1818,2021-12-29,NO4,60945348.135,7989908.0
1819,2021-12-29,NO5,51299077.606,7891278.0
1820,2021-12-30,NO1,123428264.41,31153391.0
1821,2021-12-30,NO2,110064701.188,19230448.0
1822,2021-12-30,NO3,84826709.501,12588500.0
1823,2021-12-30,NO4,57614238.316,7989812.0
1824,2021-12-30,NO5,48831423.606,7891414.0
1825,2021-12-31,NO1,118911466.379,31153427.0
1826,2021-12-31,NO2,106140180.63599999,19230145.0
1827,2021-12-31,NO3,82261487.624,12588418.0
1828,2021-12-31,NO4,56823575.164,7989721.0
1829,2021-12-31,NO5,47109977.629,7891347.0
1830,2022-01-01,NO1,116573960.991,31154782.0
1831,2022-01-01,NO2,105944036.246,19227405.0
1832,2022-01-01,NO3,81544285.462,12588650.0
1833,2022-01-01,NO4,55929316.572,7989744.0
1834,2022-01-01,NO5,46940021.243,7890865.0
1835,2022-01-02,NO1,110437797.42,31154881.0
1836,2022-01-02,NO2,107374404.263,19227394.0
1837,2022-01-02,NO3,78895211.573,12588687.0
1838,2022-01-02,NO4,56342969.254,7989753.0
1839,2022-01-02,NO5,45618751.577,7890899.0
1840,2022-01-03,NO1,117820477.788,31158265.0
1841,2022-01-03,NO2,109035273.074,19228731.0
1842,2022-01-03,NO3,83850400.649,12588505.0
1843,2022-01-03,NO4,59419440.012,7989967.0
1844,2022-01-03,NO5,48924399.622,7891168.0
1845,2022-01-04,NO1,125919879.118,31159417.0
1846,2022-01-04,NO2,114153492.02,19228821.0
1847,2022-01-04,NO3,87649051.815,12589099.0
1848,2022-01-04,NO4,59790952.572,7990139.0
1849,2022-01-04,NO5,50195499.334,7891552.0
1850,2022-01-05,NO1,128129116.399,31160062.0
1851,2022-01-05,NO2,117209504.001,19229355.0
1852,2022-01-05,NO3,88372666.259,12589561.0
1853,2022-01-05,NO4,60131400.227,7990395.0
1854,2022-01-05,NO5,51361906.979,7891923.0
1855,2022-01-06,NO1,135318664.932,31161775.0
1856,2022-01-06,NO2,120827862.452,19230556.0
1857,2022-01-06,NO3,89893238.953,12590160.0
1858,2022-01-06,NO4,60303909.341,7990465.0
1859,2022-01-06,NO5,52527313.803,7892006.0
1860,2022-01-07,NO1,138126346.664,31164143.0
1861,2022-01-07,NO2,118777361.041,19231191.0
1862,2022-01-07,NO3,91399057.274,12590711.0
1863,2022-01-07,NO4,61679161.726,7990482.0
1864,2022-01-07,NO5,51583857.784,7892331.0
1865,2022-01-08,NO1,124208257.02,31164121.0
1866,2022-01-08,NO2,113014881.728,19230975.0
1867,2022-01-08,NO3,86756626.255,12590687.0
1868,2022-01-08,NO4,58880658.992,7990345.0
1869,2022-01-08,NO5,49775028.665,7892398.0
1870,2022-01-09,NO1,117522391.187,31164233.0
1871,2022-01-09,NO2,112755397.243,19230789.0
1872,2022-01-09,NO3,86872663.562,12590681.0
1873,2022-01-09,NO4,58535828.147,7990371.0
1874,2022-01-09,NO5,49334373.641,7892363.0
