,DATE,PRISOMRÅDE,FORBRUK_KWH,ANTALL_MÅLEPUNKT,PRODUKSJON_KWH,NETTO_PRODUKSJON_KWH
1470,2021-10-21,NO1,89864170.968,31028862.0,51476169.526,-38388001.441999994
1471,2021-10-21,NO2,100123475.264,19183294.0,96750219.563,-3373255.701000005
1472,2021-10-21,NO3,78619251.34,12553668.0,102012867.039,23393615.699
1473,2021-10-21,NO4,52334001.179,7973458.0,51654522.561,-679478.6180000007
1474,2021-10-21,NO5,45942000.33,7814366.0,67962189.144,22020188.813999996
1475,2021-10-22,NO1,92159968.931,31030780.0,55676711.469,-36483257.462
1476,2021-10-22,NO2,102811015.697,19184054.0,92742082.433,-10068933.263999999
1477,2021-10-22,NO3,78531346.437,12554050.0,81249088.882,2717742.444999993
1478,2021-10-22,NO4,52616054.164,7973824.0,47587750.197,-5028303.967
1479,2021-10-22,NO5,46026335.871,7814790.0,72835250.997,26808915.125999995
1480,2021-10-23,NO1,86080256.728,31030830.0,59237282.697,-26842974.031000003
1481,2021-10-23,NO2,97327892.758,19183914.0,137040470.606,39712577.848000005
1482,2021-10-23,NO3,73893687.23,12553886.0,85699626.88,11805939.649999991
1483,2021-10-23,NO4,51297057.934,7973732.0,61516987.864,10219929.93
1484,2021-10-23,NO5,44052350.078,7814852.0,89695056.309,45642706.231
1485,2021-10-24,NO1,82179905.37,31031150.0,55233732.673,-26946172.697000004
1486,2021-10-24,NO2,93680842.68,19183648.0,107322169.623,13641326.942999989
1487,2021-10-24,NO3,71628719.006,12553844.0,95196450.249,23567731.243
1488,2021-10-24,NO4,50584326.656,7973718.0,58115659.6,7531332.943999998
1489,2021-10-24,NO5,42974027.614,7814840.0,67961908.219,24987880.604999997
1490,2021-10-25,NO1,87407364.791,31034030.0,58864326.721,-28543038.069999993
1491,2021-10-25,NO2,96890850.728,19184408.0,146162434.28,49271583.552
1492,2021-10-25,NO3,72875684.719,12554658.0,86052253.987,13176569.268000007
1493,2021-10-25,NO4,52678016.028,7974102.0,70406336.056,17728320.027999997
1494,2021-10-25,NO5,43656624.359,7815284.0,90784339.799,47127715.44
1495,2021-10-26,NO1,89215861.039,31035172.0,59713673.767,-29502187.272000007
1496,2021-10-26,NO2,98856187.127,19185148.0,134596266.335,35740079.208000004
1497,2021-10-26,NO3,74045830.738,12555452.0,84080564.576,10034733.838
1498,2021-10-26,NO4,51635874.423,7974714.0,71845889.7,20210015.277000003
1499,2021-10-26,NO5,44736095.054,7816380.0,93303467.721,48567372.667
1500,2021-10-27,NO1,85619668.376,31037368.0,56039864.176,-29579804.200000003
1501,2021-10-27,NO2,98681414.483,19186590.0,95937290.763,-2744123.719999999
1502,2021-10-27,NO3,73982831.388,12556360.0,102151729.019,28168897.630999997
1503,2021-10-27,NO4,52353234.797,7974944.0,62760076.136,10406841.339000002
1504,2021-10-27,NO5,45427801.405,7817410.0,74469849.088,29042047.683
1505,2021-10-28,NO1,84627494.504,31037996.0,57872359.174,-26755135.32999999
1506,2021-10-28,NO2,100294394.519,19187538.0,103411068.33,3116673.8110000044
1507,2021-10-28,NO3,72974845.008,12558242.0,85904937.33500001,12930092.327000007
1508,2021-10-28,NO4,50898912.055,7975320.0,67859994.379,16961082.323999994
1509,2021-10-28,NO5,45188300.475,7818606.0,78772614.332,33584313.857
1510,2021-10-29,NO1,82375527.395,31040076.0,60615472.178,-21760055.216999993
1511,2021-10-29,NO2,98266384.823,19188494.0,118285785.841,20019401.018000007
1512,2021-10-29,NO3,72311156.295,12559576.0,89758710.79,17447554.495000005
1513,2021-10-29,NO4,49405182.912,7975572.0,63516735.084,14111552.171999998
1514,2021-10-29,NO5,44683423.448,7818922.0,77509222.014,32825798.566
1515,2021-10-30,NO1,75405565.852,31040226.0,60515706.395,-14889859.456999995
1516,2021-10-30,NO2,96449906.441,19188098.0,109185967.357,12736060.915999994
1517,2021-10-30,NO3,69246227.555,12559478.0,98163035.327,28916807.772
1518,2021-10-30,NO4,48040147.455,7975430.0,61048239.583,13008092.127999999
1519,2021-10-30,NO5,43381970.286,7818766.0,67973712.61400001,24591742.32800001
1520,2021-10-31,NO1,75761400.628,31040569.0,57682697.505,-18078703.123000003
1521,2021-10-31,NO2,98800245.574,19187667.0,83791877.421,-15008368.152999997
1522,2021-10-31,NO3,69001452.331,12559427.0,93813887.164,24812434.833000004
1523,2021-10-31,NO4,47462355.666,7975337.0,63820238.707,16357883.041000001
1524,2021-10-31,NO5,43403635.474,7818718.0,56757562.286,13353926.811999999
1525,2021-11-01,NO1,86112942.674,31044019.0,65964453.012,-20148489.661999993
1526,2021-11-01,NO2,98860224.62,19183353.0,116813153.901,17952929.28099999
1527,2021-11-01,NO3,71534844.383,12560812.0,93437753.78,21902909.397
1528,2021-11-01,NO4,49048644.448,7975760.0,55853509.505,6804865.057000004
1529,2021-11-01,NO5,45406727.151,7818173.0,69567225.873,24160498.721999995
1530,2021-11-02,NO1,87588627.443,31046800.0,69521468.525,-18067158.917999998
1531,2021-11-02,NO2,98108731.562,19184159.0,159372407.138,61263675.576000005
1532,2021-11-02,NO3,69635479.638,12561489.0,91944892.334,22309412.69600001
1533,2021-11-02,NO4,47613385.874,7976507.0,58087135.736,10473749.862000003
1534,2021-11-02,NO5,44526291.85,7819432.0,95139103.835,50612811.98499999
1535,2021-11-03,NO1,90836029.001,31050065.0,72943313.336,-17892715.665000007
1536,2021-11-03,NO2,101035410.327,19185298.0,168528717.616,67493307.28899999
1537,2021-11-03,NO3,73684794.362,12562263.0,82060375.752,8375581.390000001
1538,2021-11-03,NO4,48299456.006,7976777.0,76063794.697,27764338.691
1539,2021-11-03,NO5,45240181.422,7820385.0,98526688.458,53286507.036000006
1540,2021-11-04,NO1,96670937.178,31053351.0,72530599.637,-24140337.54100001
1541,2021-11-04,NO2,103102193.013,19186744.0,179994741.113,76892548.10000001
1542,2021-11-04,NO3,76555897.504,12562620.0,77202915.981,647018.477000013
1543,2021-11-04,NO4,49398013.155,7977183.0,76482839.024,27084825.869000003
1544,2021-11-04,NO5,45150541.617,7821169.0,106361336.089,61210794.472
1545,2021-11-05,NO1,102034831.752,31056461.0,68797652.038,-33237179.714
1546,2021-11-05,NO2,102095633.719,19189311.0,156835185.378,54739551.658999994
1547,2021-11-05,NO3,77318456.562,12562893.0,85882523.188,8564066.625999987
1548,2021-11-05,NO4,50143599.701,7977523.0,64661871.645,14518271.944000006
1549,2021-11-05,NO5,45207597.776,7821739.0,74991195.839,29783598.063
1550,2021-11-06,NO1,94522985.382,31056579.0,63471513.847,-31051471.534999996
1551,2021-11-06,NO2,98717666.134,19189099.0,117632903.139,18915237.004999995
1552,2021-11-06,NO3,76288979.896,12562820.0,59506454.483,-16782525.412999995
1553,2021-11-06,NO4,49398405.45,7977405.0,40474507.01,-8923898.440000005
1554,2021-11-06,NO5,45847196.512,7821626.0,62616358.935,16769162.423
1555,2021-11-07,NO1,94171197.386,31056710.0,58756598.9,-35414598.48600001
1556,2021-11-07,NO2,100545247.493,19189078.0,91234540.445,-9310707.048000008
1557,2021-11-07,NO3,77246257.881,12562765.0,68225117.726,-9021140.155000001
1558,2021-11-07,NO4,50577166.966,7977362.0,59826225.743,9249058.777000003
1559,2021-11-07,NO5,45127305.476,7821704.0,51381011.251,6253705.7749999985
1560,2021-11-08,NO1,105237657.791,31058200.0,66928538.973,-38309118.817999996
1561,2021-11-08,NO2,104287926.428,19191300.0,190262311.552,85974385.12399998
1562,2021-11-08,NO3,82763187.16,12563638.0,86539268.386,3776081.226000011
1563,2021-11-08,NO4,55441652.783,7977989.0,80848454.393,25406801.610000007
1564,2021-11-08,NO5,45653864.484,7822459.0,103670370.512,58016506.028
1565,2021-11-09,NO1,101225768.187,31059741.0,65962978.06,-35262790.127000004
1566,2021-11-09,NO2,101964686.195,19192721.0,139674482.329,37709796.134
1567,2021-11-09,NO3,79081222.736,12564209.0,88714721.97399999,9633499.23799999
1568,2021-11-09,NO4,54977549.106,7978668.0,71454685.398,16477136.292000003
1569,2021-11-09,NO5,45323563.057,7822956.0,71156466.1,25832903.042999998
1570,2021-11-10,NO1,95676998.205,31061430.0,66677477.923,-28999520.281999998
1571,2021-11-10,NO2,101140182.582,19193722.0,152219132.902,51078950.32000001
1572,2021-11-10,NO3,77229999.13,12565724.0,82893148.058,5663148.928000003
1573,2021-11-10,NO4,51858566.776,7978961.0,44570995.538,-7287571.237999998
1574,2021-11-10,NO5,44899468.432,7824387.0,78438677.367,33539208.935000002
1575,2021-11-11,NO1,100602168.651,31063970.0,70443765.591,-30158403.059999987
1576,2021-11-11,NO2,103607498.881,19195095.0,180461158.502,76853659.621
1577,2021-11-11,NO3,79309163.051,12566239.0,85313660.025,6004496.974000007
1578,2021-11-11,NO4,51991339.257,7979366.0,44783892.483,-7207446.7739999965
1579,2021-11-11,NO5,45634544.075,7825600.0,94883430.582,49248886.507
1580,2021-11-12,NO1,105148330.763,31068439.0,65388898.569,-39759432.194
1581,2021-11-12,NO2,105018181.418,19195982.0,189038652.174,84020470.756
1582,2021-11-12,NO3,80283346.67,12567497.0,77692836.673,-2590509.997000009
1583,2021-11-12,NO4,52569902.16,7979680.0,64237262.171,11667360.011
1584,2021-11-12,NO5,46275574.292,7826513.0,94168668.594,47893094.30199999
1585,2021-11-13,NO1,96975941.634,31068603.0,63736619.996,-33239321.638000004
1586,2021-11-13,NO2,99226365.959,19195732.0,177292594.861,78066228.902
1587,2021-11-13,NO3,78665612.054,12567335.0,79052880.417,387268.3629999906
1588,2021-11-13,NO4,52287658.408,7979492.0,83488450.93,31200792.522000007
1589,2021-11-13,NO5,44690549.546,7826351.0,92754981.295,48064431.749000005
1590,2021-11-14,NO1,100716087.022,31068828.0,63165207.466,-37550879.556
1591,2021-11-14,NO2,99984851.989,19195308.0,183231152.885,83246300.896
1592,2021-11-14,NO3,78873870.177,12567354.0,82584512.031,3710641.854000002
1593,2021-11-14,NO4,52058834.28,7979424.0,81067210.425,29008376.144999996
1594,2021-11-14,NO5,45562208.232,7826339.0,99962960.286,54400752.054
1595,2021-11-15,NO1,106781865.283,31072595.0,64750877.677,-42030987.606000006
1596,2021-11-15,NO2,103686089.956,19196168.0,193747889.708,90061799.752
1597,2021-11-15,NO3,81539238.981,12568339.0,73547600.773,-7991638.208000004
1598,2021-11-15,NO4,53107655.199,7979988.0,64222858.622,11115203.423
1599,2021-11-15,NO5,46527954.695,7826636.0,108222330.667,61694375.971999995
1600,2021-11-16,NO1,99154622.907,31076796.0,64429355.074,-34725267.833000004
1601,2021-11-16,NO2,100639438.714,19196939.0,196058961.39,95419522.67599998
1602,2021-11-16,NO3,78645531.387,12568792.0,77082251.174,-1563280.2129999995
1603,2021-11-16,NO4,51103756.629,7980276.0,73200444.722,22096688.093000002
1604,2021-11-16,NO5,45048639.985,7827709.0,98226888.049,53178248.063999996
1605,2021-11-17,NO1,99569662.379,31078918.0,58619122.933,-40950539.445999995
1606,2021-11-17,NO2,103025214.651,19197819.0,163563877.776,60538663.125
1607,2021-11-17,NO3,78417050.962,12569204.0,83891406.986,5474356.024000004
1608,2021-11-17,NO4,51065573.919,7980566.0,71468140.941,20402567.022
1609,2021-11-17,NO5,46645911.073,7829192.0,83598599.289,36952688.216000006
1610,2021-11-18,NO1,108365952.781,31083471.0,53812945.203,-54553007.578
1611,2021-11-18,NO2,105483537.229,19199602.0,152402349.054,46918811.82499999
1612,2021-11-18,NO3,81585868.565,12570239.0,78513011.821,-3072856.7440000027
1613,2021-11-18,NO4,52598148.047,7980886.0,63197999.396,10599851.349
1614,2021-11-18,NO5,46798179.055,7831067.0,71394928.131,24596749.075999998
1615,2021-11-19,NO1,97401381.621,31087679.0,47924707.793,-49476673.82800001
1616,2021-11-19,NO2,101105739.342,19200921.0,121723689.991,20617950.649000004
1617,2021-11-19,NO3,80021552.749,12570757.0,82380419.936,2358867.1870000064
1618,2021-11-19,NO4,53285541.414,7980848.0,52023975.926,-1261565.487999998
1619,2021-11-19,NO5,45477619.785,7831873.0,64196665.177,18719045.392000005
1620,2021-11-20,NO1,92983857.039,31087654.0,47721766.133,-45262090.906
1621,2021-11-20,NO2,98971701.196,19200565.0,117073383.014,18101681.818000004
1622,2021-11-20,NO3,77384264.74,12570504.0,73572277.843,-3811986.897
1623,2021-11-20,NO4,52062865.56,7980715.0,60396735.405,8333869.844999999
1624,2021-11-20,NO5,45204125.35,7831896.0,70166119.067,24961993.717
1625,2021-11-21,NO1,99471962.293,31087716.0,56558172.477,-42913789.816
1626,2021-11-21,NO2,101481164.855,19200407.0,146976205.478,45495040.62299998
1627,2021-11-21,NO3,77560993.93699999,12570555.0,73201058.497,-4359935.439999998
1628,2021-11-21,NO4,53096941.693,7980612.0,71416791.39299999,18319849.699999988
1629,2021-11-21,NO5,46833698.777,7831918.0,85111546.235,38277847.458
1630,2021-11-22,NO1,115724962.518,31090388.0,62557330.684,-53167631.83400001
1631,2021-11-22,NO2,110001673.343,19202669.0,202037662.261,92035988.91800001
1632,2021-11-22,NO3,82594028.44500001,12571745.0,98987043.551,16393015.105999991
1633,2021-11-22,NO4,57510305.945,7980906.0,75203328.742,17693022.797
1634,2021-11-22,NO5,48283257.839,7832473.0,113692626.131,65409368.291999996
1635,2021-11-23,NO1,114915572.744,31094814.0,59637516.509,-55278056.235
1636,2021-11-23,NO2,107217129.027,19204493.0,191957874.17,84740745.14299999
1637,2021-11-23,NO3,80874355.626,12572148.0,96456298.042,15581942.415999994
1638,2021-11-23,NO4,56260954.482,7981337.0,59553711.244,3292756.762000002
1639,2021-11-23,NO5,47030525.686,7833675.0,102190767.027,55160241.341
1640,2021-11-24,NO1,107683950.462,31097239.0,59844117.566,-47839832.896
1641,2021-11-24,NO2,105317803.477,19205780.0,185003141.673,79685338.19600001
1642,2021-11-24,NO3,79450484.03,12572455.0,93829773.8,14379289.769999996
1643,2021-11-24,NO4,57811781.589,7981750.0,74302306.029,16490524.439999998
1644,2021-11-24,NO5,47017904.305,7835429.0,101955292.324,54937388.019
1645,2021-11-25,NO1,114355212.658,31099136.0,59455579.39,-54899633.26800001
1646,2021-11-25,NO2,111309657.25,19207374.0,198182410.967,86872753.71700001
1647,2021-11-25,NO3,84512179.536,12573202.0,102809280.35,18297100.813999996
1648,2021-11-25,NO4,59970234.145,7982287.0,83408749.451,23438515.306
1649,2021-11-25,NO5,49460818.305,7836146.0,103342257.116,53881438.811
1650,2021-11-26,NO1,123656437.267,31100979.0,60758038.689,-62898398.578
1651,2021-11-26,NO2,115091046.993,19208052.0,214756649.091,99665602.09799999
1652,2021-11-26,NO3,85517898.008,12573973.0,91175581.484,5657683.475999996
1653,2021-11-26,NO4,60180433.111,7982993.0,90379158.652,30198725.540999994
1654,2021-11-26,NO5,50988249.784,7837300.0,119030014.302,68041764.518
1655,2021-11-27,NO1,118854704.631,31101063.0,61305565.718,-57549138.912999995
1656,2021-11-27,NO2,112808415.755,19207767.0,208244771.553,95436355.79800001
1657,2021-11-27,NO3,85741812.71700001,12573721.0,89488509.328,3746696.6109999865
1658,2021-11-27,NO4,59576822.738,7982825.0,92191032.14,32614209.402000003
1659,2021-11-27,NO5,50011602.608,7837392.0,134923891.265,84912288.65699998
1660,2021-11-28,NO1,117447880.327,31101570.0,61835973.355,-55611906.97200001
1661,2021-11-28,NO2,115233444.246,19207617.0,201658421.813,86424977.56699999
1662,2021-11-28,NO3,88296477.505,12573775.0,88629972.637,333495.1319999993
1663,2021-11-28,NO4,59120840.585,7982674.0,92262577.291,33141736.705999993
1664,2021-11-28,NO5,51249512.611,7837444.0,140794219.013,89544706.40200001
1665,2021-11-29,NO1,134305208.313,31105438.0,59934488.273,-74370720.03999999
1666,2021-11-29,NO2,123698893.756,19208982.0,204591442.424,80892548.668
1667,2021-11-29,NO3,91412010.154,12574514.0,102551993.071,11139982.916999996
1668,2021-11-29,NO4,61496189.439,7982918.0,94125034.88,32628845.440999992
1669,2021-11-29,NO5,54123856.827,7838702.0,127963204.768,73839347.94100001
1670,2021-11-30,NO1,137805566.816,31108794.0,56063537.683,-81742029.13300002
1671,2021-11-30,NO2,120780699.119,19210266.0,186009022.651,65228323.53199999
1672,2021-11-30,NO3,88355763.744,12575140.0,91085502.882,2729739.1379999965
1673,2021-11-30,NO4,60941047.473,7983256.0,91963580.293,31022532.82
1674,2021-11-30,NO5,53076426.82,7840192.0,100607333.783,47530906.96300001
1675,2021-12-01,NO1,145987480.796,31110976.0,53455394.813,-92532085.98300001
1676,2021-12-01,NO2,125211234.495,19211283.0,177596938.633,52385704.13799998
1677,2021-12-01,NO3,88487779.404,12575831.0,92627399.554,4139620.150000006
1678,2021-12-01,NO4,61600375.674,7983635.0,91488568.196,29888192.521999992
1679,2021-12-01,NO5,54455420.409,7841705.0,90896626.815,36441206.405999996
1680,2021-12-02,NO1,142801473.004,31113625.0,59631748.765,-83169724.23900001
1681,2021-12-02,NO2,125707993.289,19212504.0,211032252.617,85324259.32800001
1682,2021-12-02,NO3,90845928.044,12576930.0,92170057.574,1324129.5300000012
1683,2021-12-02,NO4,59495752.869,7983905.0,90401086.509,30905333.64
1684,2021-12-02,NO5,54777771.019,7842692.0,118423935.674,63646164.654999994
1685,2021-12-03,NO1,145505925.187,31115319.0,57877858.901,-87628066.28600001
1686,2021-12-03,NO2,125820310.452,19213596.0,209007468.996,83187158.54399998
1687,2021-12-03,NO3,94065496.299,12577333.0,107860381.035,13794884.736000001
1688,2021-12-03,NO4,60480936.057,7984290.0,94493929.82,34012993.763
1689,2021-12-03,NO5,53892728.261,7843411.0,109426945.863,55534217.602000006
1690,2021-12-04,NO1,132879923.465,31115664.0,59807044.549,-73072878.91600001
1691,2021-12-04,NO2,119702047.605,19213313.0,219430828.204,99728780.59899999
1692,2021-12-04,NO3,88584011.79800001,12577072.0,104352635.924,15768624.125999987
1693,2021-12-04,NO4,59387387.588,7984172.0,93506596.144,34119208.555999994
1694,2021-12-04,NO5,51214478.262,7843292.0,113998368.337,62783890.074999996
1695,2021-12-05,NO1,131239580.803,31115817.0,57123260.308,-74116320.495
1696,2021-12-05,NO2,119241474.315,19213195.0,192498949.994,73257475.67899999
1697,2021-12-05,NO3,86656862.632,12576919.0,106229633.294,19572770.662
1698,2021-12-05,NO4,60238119.553,7984094.0,92647653.889,32409534.335999995
1699,2021-12-05,NO5,50818775.487,7843217.0,100731094.483,49912318.99599999
1700,2021-12-06,NO1,147121621.104,31119491.0,60772332.729,-86349288.375
1701,2021-12-06,NO2,128180831.736,19214222.0,231693290.593,103512458.857
1702,2021-12-06,NO3,92442328.093,12577679.0,113296972.117,20854644.024000004
1703,2021-12-06,NO4,63841712.623,7984446.0,91983594.972,28141882.349
1704,2021-12-06,NO5,53417904.657,7843618.0,127857298.826,74439394.169
1705,2021-12-07,NO1,147456085.539,31123205.0,60644645.65,-86811439.889
1706,2021-12-07,NO2,126092384.244,19215141.0,224384888.843,98292504.59899999
1707,2021-12-07,NO3,90407842.742,12578834.0,108634539.144,18226696.401999995
1708,2021-12-07,NO4,63451104.725,7985166.0,93528034.928,30076930.203
1709,2021-12-07,NO5,51914201.352,7843865.0,118913632.472,66999431.120000005
1710,2021-12-08,NO1,140345657.305,31126707.0,58185243.086,-82160414.21900001
1711,2021-12-08,NO2,123244226.688,19216234.0,203779720.88,80535494.192
1712,2021-12-08,NO3,91343926.005,12580609.0,106376942.272,15033016.267000005
1713,2021-12-08,NO4,63239461.193,7985877.0,93549937.665,30310476.472000003
1714,2021-12-08,NO5,49013915.949,7844293.0,103408912.386,54394996.43700001
1715,2021-12-09,NO1,132901132.027,31128549.0,58922544.857,-73978587.16999999
1716,2021-12-09,NO2,119609584.551,19217631.0,222669781.304,103060196.75299999
1717,2021-12-09,NO3,89242395.042,12582309.0,93742882.098,4500487.056000009
1718,2021-12-09,NO4,61650439.122,7986370.0,82367734.137,20717295.014999993
1719,2021-12-09,NO5,51503572.061,7845162.0,126034578.554,74531006.493
1720,2021-12-10,NO1,126719043.087,31131237.0,61294928.302,-65424114.785
1721,2021-12-10,NO2,118075484.586,19219069.0,222328967.251,104253482.66499999
1722,2021-12-10,NO3,87802489.302,12582791.0,96456012.756,8653523.453999996
1723,2021-12-10,NO4,59219317.033,7986595.0,86490587.883,27271270.85
1724,2021-12-10,NO5,50628436.074,7845580.0,131210216.179,80581780.105
1725,2021-12-11,NO1,112379586.211,31131174.0,61433339.807,-50946246.404
1726,2021-12-11,NO2,114264819.423,19218802.0,209627713.595,95362894.172
1727,2021-12-11,NO3,84798409.708,12582765.0,95761519.507,10963109.798999995
1728,2021-12-11,NO4,56413917.812,7986480.0,86777719.267,30363801.455000006
1729,2021-12-11,NO5,50053017.667,7845671.0,136690973.748,86637956.081
1730,2021-12-12,NO1,110378655.631,31131400.0,55875572.207,-54503083.423999995
1731,2021-12-12,NO2,109397718.372,19218567.0,182172743.81,72775025.43800001
1732,2021-12-12,NO3,81360343.402,12582766.0,90091059.475,8730716.072999999
1733,2021-12-12,NO4,54175931.241,7986500.0,85079788.192,30903856.951000005
1734,2021-12-12,NO5,48035380.342,7845658.0,102202005.261,54166624.91900001
1735,2021-12-13,NO1,116736934.433,31133479.0,57307524.228,-59429410.205
1736,2021-12-13,NO2,113580012.918,19220646.0,203993210.005,90413197.087
1737,2021-12-13,NO3,83612103.723,12584416.0,95794869.21,12182765.486999989
1738,2021-12-13,NO4,55288695.929,7986974.0,82326199.195,27037503.265999995
1739,2021-12-13,NO5,48089275.866,7845909.0,123130372.064,75041096.198
1740,2021-12-14,NO1,115623148.512,31134874.0,57777899.941,-57845248.570999995
1741,2021-12-14,NO2,112374320.15,19222506.0,195486609.943,83112289.79299998
1742,2021-12-14,NO3,83601912.139,12585364.0,95795142.678,12193230.539000005
1743,2021-12-14,NO4,54204621.036,7987347.0,79214923.507,25010302.471
1744,2021-12-14,NO5,48407145.738,7846408.0,110485955.598,62078809.86000001
1745,2021-12-15,NO1,112556388.25,31137971.0,50487897.564,-62068490.686
1746,2021-12-15,NO2,109421807.948,19224076.0,165005014.213,55583206.265
1747,2021-12-15,NO3,81067720.799,12586036.0,87392891.397,6325170.598000005
1748,2021-12-15,NO4,53998511.046,7988520.0,71338177.45199999,17339666.405999996
1749,2021-12-15,NO5,47118019.724,7846791.0,76285192.19,29167172.466
1750,2021-12-16,NO1,112196207.37,31140529.0,52765573.589,-59430633.781
1751,2021-12-16,NO2,110055840.731,19225356.0,187257456.225,77201615.49399999
1752,2021-12-16,NO3,80878943.907,12586681.0,79051710.261,-1827233.6459999979
1753,2021-12-16,NO4,53599934.185,7988546.0,59716950.124,6117015.938999996
1754,2021-12-16,NO5,47464033.161,7847151.0,108358327.176,60894294.015
1755,2021-12-17,NO1,115244730.708,31142758.0,57056669.885,-58188060.82300001
1756,2021-12-17,NO2,110268539.442,19227265.0,206724121.3,96455581.85800001
1757,2021-12-17,NO3,79395000.374,12586696.0,80925431.67,1530431.2960000038
1758,2021-12-17,NO4,53264847.945,7989140.0,68129762.869,14864914.924000002
1759,2021-12-17,NO5,46710521.789,7847496.0,114157927.921,67447406.132
1760,2021-12-18,NO1,105816664.605,31142710.0,51719885.229,-54096779.376
1761,2021-12-18,NO2,104794912.965,19226731.0,158494799.359,53699886.393999994
1762,2021-12-18,NO3,76115568.898,12586508.0,85150219.28,9034650.382
1763,2021-12-18,NO4,50967248.145,7989047.0,71109618.81,20142370.665
1764,2021-12-18,NO5,45025538.746,7847497.0,73729740.537,28704201.791
1765,2021-12-19,NO1,105244228.172,31142795.0,49236023.933,-56008204.23900001
1766,2021-12-19,NO2,106214909.897,19226657.0,143017560.268,36802650.37100001
1767,2021-12-19,NO3,79047182.566,12586435.0,83982610.31,4935427.744000003
1768,2021-12-19,NO4,51358391.932,7989040.0,65632852.965,14274461.033000007
1769,2021-12-19,NO5,46874120.256,7849285.0,63963755.68,17089635.424000002
1770,2021-12-20,NO1,115424253.638,31145905.0,58447689.217,-56976564.421
1771,2021-12-20,NO2,116953897.958,19227640.0,209641292.69,92687394.732
1772,2021-12-20,NO3,82517070.736,12586914.0,73340677.833,-9176392.902999997
1773,2021-12-20,NO4,57383689.864,7989422.0,86429055.259,29045365.395000003
1774,2021-12-20,NO5,50955475.609,7889898.0,125708687.34,74753211.731
1775,2021-12-21,NO1,122129959.208,31147824.0,58566198.639,-63563760.569000006
1776,2021-12-21,NO2,118780689.021,19228619.0,221115790.736,102335101.715
1777,2021-12-21,NO3,83848381.054,12587914.0,98783013.291,14934632.236999989
1778,2021-12-21,NO4,59196021.247,7989753.0,96458605.285,37262584.037999995
1779,2021-12-21,NO5,51053041.391,7890326.0,143125987.15,92072945.759
1780,2021-12-22,NO1,119740748.315,31152458.0,58776649.473,-60964098.842
1781,2021-12-22,NO2,117281055.405,19229988.0,221835265.503,104554210.09799999
1782,2021-12-22,NO3,85419235.911,12588707.0,73894020.74599999,-11525215.165000007
1783,2021-12-22,NO4,60438062.983,7989966.0,95209266.258,34771203.275
1784,2021-12-22,NO5,50405159.338,7890661.0,144490848.783,94085689.445
1785,2021-12-23,NO1,118968788.223,31154298.0,53550448.048,-65418340.175000004
1786,2021-12-23,NO2,116001184.475,19230251.0,205198263.936,89197079.461
1787,2021-12-23,NO3,86526793.695,12588956.0,71153491.985,-15373301.709999993
1788,2021-12-23,NO4,59330929.183,7990102.0,81375185.837,22044256.654
1789,2021-12-23,NO5,50929600.396,7890957.0,119659688.215,68730087.819
1790,2021-12-24,NO1,123627551.224,31154158.0,46587444.503,-77040106.72100002
1791,2021-12-24,NO2,117774664.284,19229949.0,167806702.691,50032038.40700002
1792,2021-12-24,NO3,84479398.625,12588855.0,54217829.367,-30261569.258
1793,2021-12-24,NO4,56635261.125,7990055.0,77504750.794,20869489.669
1794,2021-12-24,NO5,51652894.622,7890887.0,93673003.124,42020108.502
1795,2021-12-25,NO1,121565331.819,31154113.0,44306443.672,-77258888.14700001
1796,2021-12-25,NO2,117500917.426,19229880.0,162565594.02,45064676.59400001
1797,2021-12-25,NO3,78887095.115,12588644.0,73113929.356,-5773165.758999988
1798,2021-12-25,NO4,54734683.339,7990032.0,82450315.904,27715632.564999998
1799,2021-12-25,NO5,51011288.425,7890864.0,84712756.199,33701467.774000004
1800,2021-12-26,NO1,121919157.333,31154120.0,39043296.796,-82875860.537
1801,2021-12-26,NO2,119380614.131,19229888.0,137315425.356,17934811.22500001
1802,2021-12-26,NO3,77585986.288,12588550.0,73895784.34,-3690201.947999999
1803,2021-12-26,NO4,56102124.19,7990031.0,98810363.616,42708239.426
1804,2021-12-26,NO5,50904664.165,7890876.0,73844132.531,22939468.366000004
1805,2021-12-27,NO1,136234006.195,31153737.0,45481831.106,-90752175.08899999
1806,2021-12-27,NO2,123989044.815,19230075.0,173002101.694,49013056.87900001
1807,2021-12-27,NO3,85725512.254,12588508.0,87089834.912,1364322.6580000073
1808,2021-12-27,NO4,59410462.244,7990007.0,100760305.164,41349842.92
1809,2021-12-27,NO5,53524162.45,7891151.0,78643232.236,25119069.786
1810,2021-12-28,NO1,132342073.336,31153395.0,43525356.965,-88816716.37099999
1811,2021-12-28,NO2,118093637.205,19230153.0,136015938.313,17922301.107999995
1812,2021-12-28,NO3,87728922.895,12588602.0,81066598.177,-6662324.717999995
1813,2021-12-28,NO4,59992700.084,7989981.0,103245312.76,43252612.67600001
1814,2021-12-28,NO5,52245696.427,7891134.0,61064890.032,8819193.604999997
1815,2021-12-29,NO1,132483712.316,31153461.0,46434605.817,-86049106.499
1816,2021-12-29,NO2,116250092.328,19230364.0,166126784.324,49876691.99600001
1817,2021-12-29,NO3,86579075.85,12588642.0,96563344.706,9984268.856000006
1818,2021-12-29,NO4,60945348.135,7989908.0,103219282.442,42273934.307000004
1819,2021-12-29,NO5,51299077.606,7891278.0,97304566.147,46005488.541
